0.000000000000000000e+00 7.89704e-06
1.855261057591920182e-05 8.65513e-06
3.710522115183840364e-05 1.10014e-05
5.565783172775760207e-05 1.51174e-05
7.421044230367680728e-05 2.12037e-05
9.276305287959601248e-05 2.93684e-05
1.113156634555152041e-04 3.95361e-05
1.298682740314344229e-04 5.14124e-05
1.484208846073536146e-04 6.45143e-05
1.669734951832728062e-04 7.82532e-05
1.855261057591920250e-04 9.20354e-05
2.040787163351112166e-04 0.000105338
2.226313269110304083e-04 0.000117735
2.411839374869496270e-04 0.000128858
2.597365480628688458e-04 0.000138324
2.782891586387880103e-04 0.000145669
2.968417692147072291e-04 0.000150319
3.153943797906264479e-04 0.000151652
3.339469903665456124e-04 0.00014912
3.524996009424648312e-04 0.000142424
3.710522115183840499e-04 0.000131678
3.896048220943032145e-04 0.000117484
4.081574326702224332e-04 0.000100916
4.267100432461416520e-04 8.33634e-05
4.452626538220608166e-04 6.62959e-05
4.638152643979800353e-04 5.10009e-05
4.823678749738992541e-04 3.8362e-05
5.009204855498184186e-04 2.87419e-05
5.194730961257376916e-04 2.19925e-05
5.380257067016568561e-04 1.75799e-05
5.565783172775760207e-04 1.47794e-05
5.751309278534952937e-04 1.28784e-05
5.936835384294144582e-04 1.13313e-05
6.122361490053336228e-04 9.83361e-06
6.307887595812528957e-04 8.30992e-06
6.493413701571720603e-04 6.83985e-06
6.678939807330912248e-04 5.5597e-06
6.864465913090104978e-04 4.57744e-06
7.049992018849296624e-04 3.92556e-06
7.235518124608488269e-04 3.55768e-06
7.421044230367680999e-04 3.37768e-06
7.606570336126872644e-04 3.28123e-06
7.792096441886064290e-04 3.19005e-06
7.977622547645257019e-04 3.06736e-06
8.163148653404448665e-04 2.91336e-06
8.348674759163640310e-04 2.74824e-06
8.534200864922833040e-04 2.59343e-06
8.719726970682024686e-04 2.45958e-06
8.905253076441216331e-04 2.34474e-06
9.090779182200409061e-04 2.24032e-06
9.276305287959600706e-04 2.13943e-06
9.461831393718793436e-04 2.04242e-06
9.647357499477985081e-04 1.95691e-06
9.832883605237177811e-04 1.89317e-06
1.001840971099636837e-03 1.85813e-06
1.020393581675556110e-03 1.85133e-06
1.038946192251475383e-03 1.86488e-06
1.057498802827394439e-03 1.88703e-06
1.076051413403313712e-03 1.90724e-06
1.094604023979232985e-03 1.92011e-06
1.113156634555152041e-03 1.92651e-06
1.131709245131071314e-03 1.93173e-06
1.150261855706990587e-03 1.94195e-06
1.168814466282909643e-03 1.96084e-06
1.187367076858828916e-03 1.98775e-06
1.205919687434748189e-03 2.01801e-06
1.224472298010667246e-03 2.04474e-06
1.243024908586586518e-03 2.06117e-06
1.261577519162505791e-03 2.06251e-06
1.280130129738424848e-03 2.04677e-06
1.298682740314344121e-03 2.01485e-06
1.317235350890263394e-03 1.96999e-06
1.335787961466182450e-03 1.91715e-06
1.354340572042101723e-03 1.8623e-06
1.372893182618020996e-03 1.81155e-06
1.391445793193940052e-03 1.77008e-06
1.409998403769859325e-03 1.74091e-06
1.428551014345778598e-03 1.72408e-06
1.447103624921697654e-03 1.71645e-06
1.465656235497616927e-03 1.71263e-06
1.484208846073536200e-03 1.7067e-06
1.502761456649455256e-03 1.69424e-06
1.521314067225374529e-03 1.67389e-06
1.539866677801293802e-03 1.64778e-06
1.558419288377212858e-03 1.62073e-06
1.576971898953132131e-03 1.59859e-06
1.595524509529051404e-03 1.58632e-06
1.614077120104970460e-03 1.58666e-06
1.632629730680889733e-03 1.59972e-06
1.651182341256809006e-03 1.62341e-06
1.669734951832728062e-03 1.65438e-06
1.688287562408647335e-03 1.68891e-06
1.706840172984566608e-03 1.72339e-06
1.725392783560485664e-03 1.75443e-06
1.743945394136404937e-03 1.77875e-06
1.762498004712324210e-03 1.79323e-06
1.781050615288243266e-03 1.79526e-06
1.799603225864162539e-03 1.7833e-06
1.818155836440081812e-03 1.75747e-06
1.836708447016001085e-03 1.71966e-06
1.855261057591920141e-03 1.67324e-06
1.873813668167839414e-03 1.62233e-06
1.892366278743758687e-03 1.57097e-06
1.910918889319677743e-03 1.52254e-06
1.929471499895597016e-03 1.47964e-06
1.948024110471516289e-03 1.44428e-06
1.966576721047435562e-03 1.41819e-06
1.985129331623354618e-03 1.40287e-06
2.003681942199273674e-03 1.3992e-06
2.022234552775193164e-03 1.40681e-06
2.040787163351112220e-03 1.42343e-06
2.059339773927031277e-03 1.44474e-06
2.077892384502950766e-03 1.46491e-06
2.096444995078869823e-03 1.47784e-06
2.114997605654788879e-03 1.47873e-06
2.133550216230708368e-03 1.46542e-06
2.152102826806627425e-03 1.4391e-06
2.170655437382546481e-03 1.40395e-06
