0.0000e+00 2.3051e-05 3.7476e-06
5.0661e-05 2.7021e-05 3.5291e-06
1.0132e-04 3.6464e-05 3.4979e-06
1.5198e-04 4.5866e-05 3.5446e-06
2.0264e-04 5.0656e-05 3.2834e-06
2.5331e-04 4.9747e-05 3.6485e-06
3.0397e-04 4.4888e-05 4.5096e-06
3.5463e-04 3.8662e-05 4.7062e-06
4.0529e-04 3.3333e-05 4.1907e-06
4.5595e-04 3.0269e-05 3.6770e-06
5.0661e-04 2.9355e-05 3.6804e-06
5.5727e-04 2.9358e-05 4.1701e-06
6.0793e-04 2.9342e-05 4.6282e-06
6.5859e-04 2.9408e-05 4.5458e-06
7.0925e-04 3.0026e-05 3.9879e-06
7.5992e-04 3.1230e-05 3.5481e-06
8.1058e-04 3.2642e-05 3.4626e-06
8.6124e-04 3.3972e-05 3.4608e-06
9.1190e-04 3.5249e-05 3.4353e-06
9.6256e-04 3.6614e-05 3.4057e-06
1.0132e-03 3.7940e-05 3.3900e-06
1.0639e-03 3.8790e-05 3.2214e-06
1.1145e-03 3.8782e-05 2.6005e-06
1.1652e-03 3.7859e-05 2.1349e-06
1.2159e-03 3.6203e-05 2.5377e-06
1.2665e-03 3.4201e-05 3.0619e-06
1.3172e-03 3.2552e-05 3.3960e-06
1.3679e-03 3.2017e-05 3.7150e-06
1.4185e-03 3.2847e-05 4.4079e-06
1.4692e-03 3.4674e-05 5.9052e-06
1.5198e-03 3.7078e-05 7.6977e-06
1.5705e-03 4.0038e-05 8.9979e-06
1.6212e-03 4.3817e-05 9.6154e-06
1.6718e-03 4.8592e-05 9.7467e-06
1.7225e-03 5.4141e-05 9.3565e-06
1.7731e-03 5.9836e-05 8.5929e-06
1.8238e-03 6.5222e-05 8.4988e-06
1.8745e-03 7.0658e-05 9.7542e-06
1.9251e-03 7.6873e-05 1.1362e-05
1.9758e-03 8.3859e-05 1.1724e-05
2.0264e-03 9.0876e-05 1.0283e-05
2.0771e-03 9.7616e-05 8.2095e-06
2.1278e-03 1.0463e-04 7.6559e-06
2.1784e-03 1.1231e-04 9.2875e-06
2.2291e-03 1.1974e-04 1.1721e-05
2.2797e-03 1.2465e-04 1.3154e-05
2.3304e-03 1.2513e-04 1.1728e-05
2.3811e-03 1.2180e-04 7.9989e-06
2.4317e-03 1.1779e-04 5.9961e-06
2.4824e-03 1.1580e-04 7.5271e-06
2.5330e-03 1.1594e-04 8.8668e-06
2.5837e-03 1.1658e-04 9.2704e-06
2.6344e-03 1.1642e-04 8.7243e-06
2.6850e-03 1.1514e-04 6.4799e-06
2.7357e-03 1.1300e-04 5.4857e-06
2.7863e-03 1.1052e-04 7.1882e-06
2.8370e-03 1.0817e-04 7.1246e-06
2.8877e-03 1.0601e-04 5.6219e-06
2.9383e-03 1.0357e-04 5.9077e-06
2.9890e-03 1.0012e-04 7.7540e-06
3.0397e-03 9.5356e-05 8.4763e-06
3.0903e-03 8.9881e-05 8.4957e-06
3.1410e-03 8.4845e-05 9.1169e-06
3.1916e-03 8.1077e-05 8.8058e-06
3.2423e-03 7.8510e-05 7.4460e-06
3.2930e-03 7.6499e-05 7.3026e-06
3.3436e-03 7.4522e-05 8.3409e-06
3.3943e-03 7.2433e-05 9.2325e-06
3.4450e-03 7.0360e-05 9.3820e-06
3.4956e-03 6.8528e-05 8.6551e-06
3.5463e-03 6.6803e-05 8.0439e-06
3.5969e-03 6.4489e-05 8.3172e-06
3.6476e-03 6.1236e-05 8.4782e-06
3.6983e-03 5.7785e-05 7.9908e-06
3.7489e-03 5.4921e-05 7.4818e-06
3.7996e-03 5.2333e-05 7.4519e-06
3.8502e-03 4.9525e-05 7.3419e-06
3.9009e-03 4.6937e-05 6.4210e-06
3.9516e-03 4.5092e-05 5.1268e-06
4.0022e-03 4.3586e-05 4.6526e-06
4.0529e-03 4.1775e-05 5.0913e-06
4.1035e-03 3.9480e-05 5.9640e-06
4.1542e-03 3.6525e-05 6.5822e-06
4.2049e-03 3.2697e-05 6.2151e-06
4.2555e-03 2.8466e-05 5.2396e-06
4.3062e-03 2.4768e-05 4.5093e-06
4.3568e-03 2.1929e-05 3.8279e-06
4.4075e-03 1.9566e-05 3.0954e-06
4.4582e-03 1.7413e-05 2.5890e-06
4.5088e-03 1.5584e-05 2.3539e-06
4.5595e-03 1.4173e-05 2.2033e-06
4.6102e-03 1.3070e-05 1.9763e-06
4.6608e-03 1.2104e-05 1.6519e-06
4.7115e-03 1.1166e-05 1.3025e-06
4.7621e-03 1.0283e-05 1.0579e-06
4.8128e-03 9.5635e-06 9.7946e-07
4.8635e-03 9.0516e-06 9.0923e-07
4.9141e-03 8.6664e-06 8.3999e-07
4.9648e-03 8.3079e-06 8.1296e-07
5.0154e-03 7.9440e-06 8.0726e-07
5.0661e-03 7.6152e-06 8.2460e-07
5.1168e-03 7.3959e-06 8.4667e-07
5.1674e-03 7.3188e-06 8.2944e-07
5.2181e-03 7.3214e-06 7.7089e-07
5.2687e-03 7.2941e-06 7.3119e-07
5.3194e-03 7.1827e-06 7.4021e-07
5.3701e-03 7.0245e-06 7.6849e-07
5.4207e-03 6.8803e-06 8.1023e-07
5.4714e-03 6.7576e-06 8.4096e-07
5.5220e-03 6.6225e-06 8.3245e-07
5.5727e-03 6.4667e-06 7.9557e-07
5.6234e-03 6.3178e-06 7.3789e-07
5.6740e-03 6.1930e-06 6.5525e-07
5.7247e-03 6.0783e-06 5.8981e-07
5.7754e-03 5.9574e-06 5.8345e-07
5.8260e-03 5.8315e-06 5.8274e-07
5.8767e-03 5.7097e-06 5.4620e-07
5.9273e-03 5.6042e-06 4.9871e-07
5.9780e-03 5.5390e-06 4.9525e-07
6.0287e-03 5.5308e-06 6.0693e-07
6.0793e-03 5.5491e-06 7.3430e-07
6.1300e-03 5.5299e-06 7.6070e-07
