Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
 130,4.992e-05,3.323e+04,6.1174,5.2430, 98.52, 76.02, 6.047, 4.141,0.01682,0.013610,6.326e+03,8.1784,8.0936, 97.44, 75.37, 3.876, 2.843,0.015355,0.012945
 131,4.991e-05,3.364e+04,5.1030,4.3163, 97.09, 74.86, 4.607, 3.176,0.01877,0.015268,6.144e+03,2.9416,2.6905, 98.08, 75.73, 3.690, 2.759,0.013559,0.010865
 132,4.991e-05,3.307e+04,3.6252,3.2959,100.36, 77.50, 7.864, 4.883,0.01492,0.012248,7.476e+03,4.8399,4.6896,101.91, 78.86, 5.973, 4.314,0.019845,0.016703
 133,4.991e-05,3.480e+04,5.4273,4.8167, 99.66, 76.93, 6.807, 4.610,0.01834,0.015222,6.301e+03,5.5575,5.4298,100.55, 77.90, 8.991, 6.147,0.012020,0.009687
 134,4.991e-05,3.710e+04,6.3181,5.6467,100.15, 77.35, 9.240, 5.630,0.01945,0.014336,6.708e+03,2.3339,2.0099, 98.09, 75.62, 3.590, 2.691,0.017833,0.015302
 135,4.991e-05,3.570e+04,5.6570,4.7402, 97.43, 75.14, 5.258, 3.618,0.02075,0.017033,8.518e+03,3.1758,2.9423, 96.33, 74.36, 4.079, 2.989,0.028141,0.026278
 136,4.991e-05,3.384e+04,4.6694,4.3171, 98.75, 76.17, 7.084, 4.480,0.01823,0.014879,1.034e+04,1.2321,0.9691,125.80, 98.90,20.688,13.198,0.017465,0.014543
 137,4.991e-05,5.886e+04,5.2520,3.8091,126.60, 98.56,19.184,11.704,0.02176,0.017972,1.371e+04,8.9403,8.8642,127.66, 99.72,16.710,10.936,0.032453,0.030026
 138,4.990e-05,5.536e+04,4.8092,3.6997,111.02, 85.88,13.915, 8.297,0.03112,0.027355,8.433e+03,7.7217,7.6260,108.18, 83.83, 9.116, 6.282,0.020877,0.017952
 139,4.990e-05,4.417e+04,5.7974,5.3004,102.84, 79.48, 9.694, 6.186,0.02710,0.023191,9.022e+03,8.2187,8.1313,106.11, 81.87, 7.370, 5.183,0.025241,0.021263
 140,4.990e-05,4.595e+04,5.6651,4.6766,100.37, 77.44, 8.272, 5.397,0.02855,0.024448,8.661e+03,6.6041,6.4948,101.94, 78.89, 6.553, 4.665,0.025897,0.024104
 141,4.990e-05,3.893e+04,6.8609,5.7005, 98.98, 76.50, 8.141, 5.240,0.02341,0.020032,6.292e+03,4.7080,4.5570, 99.85, 77.08, 5.205, 3.795,0.013008,0.010566
 142,4.990e-05,3.275e+04,6.1444,5.3238, 97.67, 75.46, 6.807, 4.470,0.01693,0.012731,6.223e+03,5.9088,5.7930, 98.29, 76.05, 8.734, 5.972,0.013626,0.011019
 143,4.990e-05,3.192e+04,5.0299,4.1035, 95.00, 73.28, 5.587, 3.770,0.01740,0.014312,6.906e+03,7.3426,7.2556, 94.99, 73.44, 5.488, 3.887,0.020865,0.018149
 144,4.990e-05,3.183e+04,5.8924,5.1286, 93.97, 72.48, 4.918, 3.437,0.01809,0.015149,5.672e+03,2.3039,2.0041, 94.40, 72.93, 3.765, 2.755,0.012873,0.010561
 145,4.989e-05,3.078e+04,5.1794,4.2391, 93.38, 71.99, 4.396, 3.122,0.01732,0.014464,6.263e+03,1.9309,1.5510, 94.83, 73.31, 3.451, 2.576,0.017203,0.014799
 146,4.989e-05,2.948e+04,4.2283,3.2809, 94.19, 72.60, 4.666, 3.211,0.01507,0.012447,7.199e+03,7.4888,7.4027, 99.56, 77.20, 9.768, 6.631,0.019462,0.017109
 147,4.989e-05,3.392e+04,5.7146,5.0403, 95.35, 73.55, 7.277, 4.830,0.02004,0.016835,6.622e+03,6.8266,6.7301, 95.89, 74.10, 4.492, 3.335,0.018644,0.015883
 148,4.989e-05,3.180e+04,5.5584,4.6374, 94.02, 72.56, 5.016, 3.448,0.01851,0.015716,6.504e+03,6.3882,6.2876, 96.74, 74.94, 8.418, 5.797,0.017091,0.014661
 149,4.989e-05,3.155e+04,4.3432,3.5779, 97.22, 75.05, 7.333, 5.023,0.01614,0.013454,6.533e+03,7.1218,7.0323, 92.94, 71.78, 3.778, 2.787,0.020011,0.017434
 150,4.989e-05,3.360e+04,4.5892,4.0855, 92.89, 71.62, 5.605, 3.712,0.02175,0.018399,7.979e+03,9.2802,9.2117, 94.72, 73.37, 7.211, 5.008,0.026262,0.023379
 151,4.989e-05,4.304e+04,6.0461,5.1637, 94.67, 73.11, 6.378, 4.274,0.02802,0.021167,7.579e+03,3.0485,2.8325, 93.96, 72.55, 6.057, 4.248,0.025016,0.021395
 152,4.988e-05,3.707e+04,5.2742,4.3361, 92.70, 71.45, 5.179, 3.548,0.02517,0.020346,8.031e+03,4.3943,4.2475, 92.29, 71.33, 4.600, 3.324,0.027840,0.024709
 153,4.988e-05,3.414e+04,5.1639,4.4531, 92.13, 71.02, 4.732, 3.366,0.02239,0.018893,6.463e+03,3.4711,3.2792, 92.43, 71.38, 5.174, 3.670,0.019994,0.017474
 154,4.988e-05,3.051e+04,3.5037,3.0603, 91.98, 70.96, 5.272, 3.629,0.01818,0.015507,5.999e+03,2.6799,2.4252, 94.33, 72.95, 3.739, 2.780,0.015651,0.012629
 155,4.988e-05,2.871e+04,3.0093,2.4462, 91.87, 70.83, 4.903, 3.355,0.01606,0.013280,6.363e+03,8.6942,8.6227, 91.41, 70.64, 3.748, 2.737,0.019853,0.016458
 156,4.988e-05,3.790e+04,6.3406,5.9060, 90.95, 70.12, 3.861, 2.818,0.02696,0.021462,8.641e+03,11.6271,11.5764, 93.08, 72.07, 5.910, 4.162,0.029719,0.027540
 157,4.988e-05,4.575e+04,11.1942,9.8085, 91.42, 70.59, 4.485, 3.173,0.03265,0.026840,8.635e+03,2.9871,2.7673, 91.56, 70.67, 5.581, 3.937,0.030596,0.026347
 158,4.988e-05,3.707e+04,6.5289,5.7633, 90.48, 69.77, 4.623, 3.229,0.02602,0.021781,5.618e+03,1.4023,1.0076, 90.95, 70.25, 4.589, 3.309,0.015397,0.013166
 159,4.987e-05,3.108e+04,4.7236,3.7088, 90.17, 69.57, 4.464, 3.169,0.01994,0.015998,6.462e+03,3.0834,2.8781, 90.87, 70.21, 4.795, 3.446,0.020931,0.018494
 160,4.987e-05,2.971e+04,2.7992,2.3322, 90.23, 69.56, 4.361, 3.106,0.01867,0.015534,5.533e+03,3.5081,3.3260, 90.62, 70.05, 3.427, 2.554,0.014987,0.012736
 161,4.987e-05,2.817e+04,3.4177,3.0095, 89.95, 69.35, 4.527, 3.136,0.01626,0.013574,5.680e+03,1.7737,1.3762, 91.05, 70.42, 3.282, 2.440,0.015833,0.013343
 162,4.987e-05,2.880e+04,3.4811,2.9764, 90.30, 69.62, 4.710, 3.243,0.01680,0.013888,5.934e+03,1.7257,1.3251, 90.13, 69.66, 3.682, 2.707,0.018236,0.014971
 163,4.987e-05,2.824e+04,3.7021,3.1104, 89.10, 68.74, 4.365, 3.114,0.01683,0.014057,5.952e+03,7.5067,7.4260, 90.04, 69.63, 3.208, 2.422,0.018227,0.015542
 164,4.987e-05,2.789e+04,5.0929,3.9977, 90.94, 70.23, 5.209, 3.610,0.01532,0.012498,7.527e+03,4.9250,4.8032,106.34, 83.09,14.609, 9.525,0.016135,0.013727
 165,4.986e-05,3.507e+04,5.6379,5.1385, 98.36, 76.24,10.030, 6.518,0.01953,0.016252,6.736e+03,1.2952,1.1467, 97.06, 75.30,10.999, 7.346,0.018368,0.015856
 166,4.986e-05,2.927e+04,4.5683,3.9751, 90.57, 69.84, 6.499, 4.055,0.01612,0.012528,8.083e+03,7.3144,7.2307, 89.93, 69.36, 5.887, 4.111,0.028949,0.021797
 167,4.986e-05,3.292e+04,5.0677,4.2858, 90.47, 69.74, 5.862, 3.944,0.02213,0.016987,5.811e+03,3.2960,3.1114, 89.70, 69.31, 3.603, 2.657,0.017679,0.014103
 168,4.986e-05,2.965e+04,3.8858,3.4110, 90.91, 70.23, 6.660, 4.252,0.01733,0.014176,5.306e+03,3.9683,3.8185, 91.23, 70.61, 6.997, 4.839,0.012284,0.010068
 169,4.986e-05,2.935e+04,4.4852,3.9464, 90.66, 70.00, 6.406, 4.254,0.01738,0.013803,5.850e+03,5.4777,5.3671, 95.78, 74.22, 6.716, 4.729,0.012887,0.010320
 170,4.986e-05,2.944e+04,3.8658,3.2509, 93.61, 72.36, 8.291, 5.219,0.01489,0.011558,5.710e+03,4.3955,4.2535, 95.16, 73.75, 6.284, 4.450,0.012275,0.009960
 171,4.985e-05,2.795e+04,2.7961,2.3837, 94.74, 73.35, 8.878, 5.419,0.01200,0.009641,7.029e+03,3.3328,3.1510,108.03, 84.62,15.906,10.285,0.009546,0.007750
 172,4.985e-05,2.957e+04,3.6958,3.2641, 97.99, 75.94,11.092, 6.714,0.01085,0.008664,5.611e+03,1.9229,1.5988, 94.49, 73.42,10.459, 7.009,0.011697,0.009559
 173,4.985e-05,2.742e+04,3.1902,2.7788, 94.32, 73.07, 8.760, 5.880,0.01110,0.008941,6.075e+03,3.0468,2.8428, 98.08, 76.11, 7.576, 5.263,0.012712,0.010269
 174,4.985e-05,2.822e+04,2.2411,1.8427, 94.79, 73.39, 8.678, 5.788,0.01166,0.009279,5.736e+03,4.6293,4.5018, 95.91, 74.27, 6.791, 4.776,0.011694,0.009378
 175,4.985e-05,2.713e+04,2.6328,2.1680, 94.31, 73.06, 8.732, 5.776,0.01032,0.008250,5.598e+03,3.4267,3.2523, 96.21, 74.79,10.718, 7.180,0.009408,0.007700
 176,4.985e-05,2.706e+04,3.1058,2.8194, 94.19, 73.08, 8.905, 5.856,0.00974,0.007751,5.613e+03,2.8050,2.5911, 96.65, 75.31,11.493, 7.637,0.008899,0.007049
 177,4.984e-05,2.703e+04,2.7978,2.3704, 94.17, 72.98, 9.516, 6.139,0.00978,0.007786,5.296e+03,3.0624,2.8621, 92.77, 71.85, 5.406, 3.899,0.010705,0.008708
 178,4.984e-05,2.660e+04,2.3254,2.0206, 93.25, 72.22, 8.508, 5.445,0.01015,0.008058,5.260e+03,3.8702,3.7162, 92.57, 71.67, 5.222, 3.774,0.010505,0.008592
 179,4.984e-05,2.642e+04,2.7628,2.4903, 93.63, 72.53, 8.765, 5.690,0.00928,0.007404,5.402e+03,2.6376,2.4119, 94.59, 73.56,10.783, 7.207,0.009130,0.007361
 180,4.984e-05,2.626e+04,2.2490,1.9925, 93.38, 72.38, 8.800, 5.786,0.00914,0.007221,5.191e+03,2.7465,2.5301, 92.33, 71.70, 9.489, 6.420,0.009618,0.007746
 181,4.984e-05,2.625e+04,2.4338,2.1123, 93.15, 72.19, 8.768, 5.828,0.00948,0.007494,5.528e+03,3.6443,3.4809, 94.65, 73.35, 6.588, 4.642,0.010982,0.008990
 182,4.983e-05,2.656e+04,2.5698,2.1978, 92.91, 71.93, 8.036, 5.371,0.01040,0.008375,5.316e+03,3.6160,3.4543, 92.62, 71.75, 5.624, 4.033,0.011055,0.009013
 183,4.983e-05,2.601e+04,2.9049,2.4856, 92.52, 71.68, 8.168, 5.369,0.00970,0.007788,5.358e+03,2.1639,1.8873, 94.21, 73.29,10.949, 7.293,0.009059,0.007187
 184,4.983e-05,2.604e+04,2.0716,1.7542, 92.84, 71.99, 8.907, 5.947,0.00931,0.007446,5.163e+03,2.5051,2.2750, 92.19, 71.65, 9.594, 6.468,0.009435,0.007703
 185,4.983e-05,2.562e+04,2.2334,1.9597, 92.29, 71.55, 8.527, 5.645,0.00916,0.007321,5.240e+03,3.8159,3.6638, 93.48, 72.49, 6.462, 4.548,0.009013,0.007217
 186,4.983e-05,2.572e+04,2.5525,2.1668, 92.44, 71.64, 8.390, 5.517,0.00889,0.007011,5.063e+03,3.1577,2.9737, 91.98, 71.27, 5.715, 4.084,0.008817,0.007092
 187,4.983e-05,2.566e+04,2.2727,2.0053, 92.06, 71.31, 8.226, 5.406,0.00948,0.007567,5.393e+03,1.2250,0.9005, 93.42, 72.69,10.693, 7.134,0.010554,0.008431
 188,4.982e-05,2.560e+04,2.7242,2.2295, 91.58, 70.93, 8.642, 5.677,0.00980,0.007863,5.204e+03,1.1421,0.8836, 91.68, 71.25,10.006, 6.718,0.010526,0.008476
 189,4.982e-05,2.546e+04,2.3504,1.9401, 91.35, 70.79, 8.611, 5.630,0.00976,0.007814,5.201e+03,2.2293,1.9615, 93.00, 72.10, 6.000, 4.269,0.009274,0.007342
 190,4.982e-05,2.526e+04,2.1345,1.8442, 91.58, 70.94, 7.951, 5.242,0.00899,0.007144,5.057e+03,3.1720,2.9907, 91.57, 70.99, 5.729, 4.085,0.009300,0.007540
 191,4.982e-05,2.516e+04,2.4453,2.2006, 91.56, 70.92, 8.244, 5.460,0.00876,0.007032,5.199e+03,1.6973,1.3574, 92.71, 72.15,10.344, 6.913,0.009135,0.007371
 192,4.982e-05,2.504e+04,1.9809,1.6926, 91.20, 70.64, 8.357, 5.505,0.00893,0.007056,4.976e+03,1.7340,1.3927, 90.51, 70.36, 9.271, 6.269,0.009303,0.007381
 193,4.981e-05,2.492e+04,1.9750,1.6775, 90.96, 70.48, 8.376, 5.529,0.00896,0.007091,5.202e+03,2.9284,2.7283, 92.56, 71.73, 6.364, 4.499,0.009802,0.007968
 194,4.981e-05,2.502e+04,2.3942,2.1321, 90.93, 70.42, 7.871, 5.244,0.00925,0.007361,4.989e+03,2.8485,2.6476, 90.65, 70.17, 5.286, 3.834,0.009654,0.007876
 195,4.981e-05,2.463e+04,2.3231,1.9477, 90.10, 69.85, 7.818, 5.107,0.00945,0.007661,5.235e+03,1.1445,0.8725, 91.96, 71.53,10.704, 7.147,0.010463,0.008401
 196,4.981e-05,2.502e+04,1.9864,1.5800, 89.95, 69.66, 8.317, 5.402,0.01037,0.008328,5.037e+03,1.4286,1.0641, 89.99, 69.96, 9.587, 6.454,0.010618,0.008532
 197,4.981e-05,2.472e+04,2.1872,1.8158, 89.73, 69.53, 8.073, 5.303,0.01006,0.008032,5.031e+03,3.5490,3.3889, 91.03, 70.57, 5.941, 4.219,0.009624,0.007756
 198,4.980e-05,2.452e+04,2.4506,2.0471, 89.66, 69.49, 7.822, 5.159,0.00964,0.007766,4.951e+03,3.3770,3.2110, 89.70, 69.47, 5.251, 3.793,0.010322,0.008362
 199,4.980e-05,2.453e+04,2.3822,2.0044, 89.47, 69.28, 7.623, 5.071,0.01005,0.008061,5.206e+03,1.8205,1.5002, 92.51, 72.05,10.625, 7.091,0.009436,0.007616
 200,4.980e-05,2.461e+04,1.6784,1.3816, 89.69, 69.56, 8.395, 5.460,0.00951,0.007631,5.195e+03,1.6770,1.3441, 91.43, 71.22,10.342, 6.916,0.010656,0.008578
 201,4.980e-05,2.438e+04,1.9211,1.6277, 89.39, 69.27, 8.417, 5.436,0.00961,0.007701,4.889e+03,3.0795,2.8979, 90.16, 69.89, 5.571, 3.991,0.008987,0.007175
 202,4.980e-05,2.409e+04,2.0895,1.7437, 89.27, 69.16, 7.739, 5.132,0.00895,0.007085,4.876e+03,2.8587,2.6624, 90.26, 69.99, 5.745, 4.097,0.008664,0.007066
 203,4.979e-05,2.418e+04,1.9411,1.6643, 89.45, 69.31, 7.636, 5.084,0.00915,0.007255,4.940e+03,1.7879,1.4699, 89.85, 69.91, 9.647, 6.494,0.009638,0.007901
 204,4.979e-05,2.422e+04,2.0826,1.7600, 89.15, 69.08, 7.957, 5.326,0.00960,0.007628,4.745e+03,2.2763,2.0331, 88.89, 69.13, 9.154, 6.182,0.008376,0.006713
 205,4.979e-05,2.403e+04,2.2076,1.8495, 88.79, 68.80, 8.304, 5.447,0.00942,0.007515,4.757e+03,3.1495,2.9745, 88.08, 68.22, 4.799, 3.499,0.009964,0.008031
 206,4.979e-05,2.375e+04,2.0383,1.7144, 88.42, 68.49, 7.460, 4.855,0.00913,0.007265,4.838e+03,2.4753,2.2485, 89.74, 69.56, 5.693, 4.063,0.008885,0.006904
 207,4.979e-05,2.373e+04,2.1071,1.8501, 88.55, 68.60, 7.232, 4.896,0.00907,0.007245,4.843e+03,1.7991,1.4891, 89.47, 69.66, 9.781, 6.571,0.008852,0.007088
 208,4.978e-05,2.361e+04,1.6541,1.3727, 88.54, 68.65, 7.869, 5.198,0.00878,0.007030,4.708e+03,1.9656,1.6855, 88.39, 68.77, 9.346, 6.317,0.008537,0.006966
 209,4.978e-05,2.357e+04,1.5846,1.3082, 88.25, 68.35, 8.008, 5.288,0.00905,0.007290,4.855e+03,3.0155,2.8336, 89.45, 69.37, 5.634, 4.025,0.009446,0.007609
 210,4.978e-05,2.365e+04,2.4208,2.1391, 88.39, 68.53, 7.652, 5.036,0.00898,0.007198,4.624e+03,2.6655,2.4572, 87.89, 68.13, 4.997, 3.613,0.008504,0.006679
 211,4.978e-05,2.324e+04,1.9716,1.6741, 87.57, 67.83, 7.387, 4.805,0.00918,0.007367,5.090e+03,1.2856,0.9515, 91.51, 71.39,11.199, 7.429,0.009198,0.007384
 212,4.978e-05,2.365e+04,1.6425,1.2961, 88.34, 68.50, 8.328, 5.362,0.00915,0.007298,4.526e+03,2.0207,1.7422, 86.45, 67.18, 8.317, 5.675,0.008764,0.006999
 213,4.977e-05,2.370e+04,1.8727,1.5418, 88.03, 68.20, 7.658, 5.173,0.00989,0.007919,4.493e+03,2.7973,2.5997, 85.56, 66.29, 4.122, 3.047,0.009773,0.007688
 214,4.977e-05,2.385e+04,2.9416,2.4950, 86.10, 66.63, 6.844, 4.341,0.01210,0.009889,4.930e+03,1.3279,1.1462, 85.52, 66.24, 3.636, 2.720,0.014197,0.011905
 215,4.977e-05,2.469e+04,1.8105,1.4830, 85.45, 66.12, 6.003, 4.029,0.01374,0.011244,4.414e+03,3.0097,2.8358, 83.68, 64.89, 6.185, 4.323,0.010771,0.008836
 216,4.977e-05,2.449e+04,2.2323,1.8771, 84.50, 65.36, 5.589, 3.856,0.01507,0.011987,4.334e+03,1.8887,1.5946, 84.01, 65.17, 6.832, 4.734,0.009451,0.007673
 217,4.977e-05,2.440e+04,1.8627,1.5441, 87.72, 68.00, 8.284, 5.179,0.01082,0.008706,4.104e+03,1.5064,1.1561, 82.49, 63.86, 2.908, 2.194,0.008559,0.006743
 218,4.976e-05,2.171e+04,1.9339,1.4937, 81.36, 62.88, 3.708, 2.637,0.01267,0.010001,6.281e+03,7.6345,7.5685, 83.14, 64.45, 3.220, 2.408,0.023833,0.020868
 219,4.976e-05,2.707e+04,5.1250,4.3907, 81.86, 63.22, 4.152, 2.896,0.02020,0.016989,4.701e+03,4.7204,4.6148, 81.81, 63.42, 3.745, 2.736,0.015048,0.012022
 220,4.976e-05,2.723e+04,3.5382,3.0355, 81.03, 62.57, 4.089, 2.861,0.02012,0.016554,4.519e+03,1.6331,1.3047, 82.63, 64.06, 5.860, 4.119,0.012862,0.010656
 221,4.976e-05,2.283e+04,1.7217,1.4113, 81.81, 63.24, 4.931, 3.233,0.01390,0.011701,4.393e+03,1.7083,1.3802, 83.42, 64.63, 3.455, 2.599,0.011007,0.009024
 222,4.975e-05,2.411e+04,1.8310,1.5228, 86.39, 66.84, 6.731, 4.390,0.01173,0.009433,4.283e+03,1.2815,0.9497, 83.89, 65.13, 7.226, 4.972,0.008899,0.007123
 223,4.975e-05,2.305e+04,1.9880,1.6375, 84.72, 65.61, 7.040, 4.672,0.01133,0.009057,5.370e+03,1.5203,1.3168, 88.69, 69.07,10.644, 7.077,0.014822,0.012620
 224,4.975e-05,2.284e+04,2.1993,1.8964, 83.34, 64.39, 6.837, 4.223,0.01288,0.010611,5.690e+03,5.2486,5.1457, 87.73, 68.18, 6.242, 4.405,0.018012,0.016247
 225,4.975e-05,2.574e+04,3.9095,3.3647, 83.21, 64.43, 5.253, 3.547,0.01783,0.015028,6.015e+03,5.1527,5.0546, 84.21, 65.43, 7.457, 5.151,0.021895,0.019734
 226,4.975e-05,2.707e+04,3.8218,3.2846, 82.13, 63.54, 5.595, 3.672,0.01979,0.016359,4.586e+03,4.0461,3.9199, 83.22, 64.65, 6.865, 4.747,0.012839,0.010681
 227,4.974e-05,2.776e+04,2.9683,2.5536, 85.69, 66.37, 8.383, 4.983,0.01725,0.013900,4.457e+03,1.0928,0.8590, 80.58, 62.42, 3.151, 2.353,0.014079,0.011724
 228,4.974e-05,3.448e+04,4.5331,3.8694, 81.87, 63.37, 5.079, 3.421,0.02780,0.022791,8.706e+03,4.0701,3.9336, 81.14, 62.77, 3.365, 2.500,0.034534,0.029179
 229,4.974e-05,2.913e+04,4.0811,3.7251, 80.17, 61.88, 3.461, 2.505,0.02384,0.018236,7.755e+03,4.2592,4.1329, 90.48, 70.64,12.354, 8.092,0.027131,0.019300
 230,4.974e-05,3.701e+04,5.0390,4.4567, 84.59, 65.47, 8.388, 4.977,0.02748,0.020869,6.056e+03,3.9530,3.8206, 82.77, 64.19, 6.714, 4.669,0.022888,0.020997
 231,4.973e-05,2.796e+04,2.3830,1.9554, 81.37, 62.87, 5.457, 3.538,0.02035,0.016807,9.294e+03,1.2059,0.9109, 84.95, 65.93, 8.552, 5.803,0.035246,0.029869
 232,4.973e-05,3.856e+04,2.6501,2.1894, 81.53, 63.06, 5.453, 3.473,0.03083,0.025918,5.951e+03,3.2695,3.0995, 81.85, 63.42, 7.420, 5.094,0.022766,0.020044
 233,4.973e-05,2.965e+04,5.3074,4.6100, 80.44, 62.12, 5.006, 3.302,0.02392,0.019054,5.853e+03,2.9453,2.7523, 80.96, 62.63, 2.908, 2.209,0.022815,0.016930
 234,4.973e-05,2.703e+04,3.6000,3.1978, 82.66, 63.94, 6.087, 3.825,0.01977,0.014912,4.894e+03,1.0605,0.9298, 81.92, 63.34, 2.896, 2.167,0.016536,0.013280
 235,4.973e-05,2.764e+04,1.2788,1.0095, 84.31, 65.27, 6.725, 4.423,0.01830,0.015599,4.745e+03,3.7075,3.5702, 80.65, 62.54, 4.533, 3.257,0.016188,0.013747
 236,4.972e-05,2.655e+04,2.5122,2.2543, 80.36, 62.09, 4.732, 3.199,0.02038,0.017153,5.489e+03,6.7572,6.6838, 79.89, 61.95, 3.595, 2.642,0.021249,0.016290
 237,4.972e-05,2.642e+04,4.5999,4.2564, 80.59, 62.28, 5.832, 3.682,0.02017,0.015067,4.889e+03,6.0048,5.9221, 79.76, 61.85, 3.075, 2.311,0.017707,0.014629
 238,4.972e-05,2.545e+04,3.4458,2.9230, 79.29, 61.25, 3.997, 2.772,0.01903,0.015887,4.536e+03,1.0940,0.9581, 80.18, 62.17, 5.587, 3.895,0.014922,0.012613
 239,4.972e-05,2.383e+04,2.7625,2.2510, 79.65, 61.60, 4.384, 2.993,0.01663,0.013567,4.963e+03,2.5291,2.3103, 81.20, 62.86, 2.839, 2.118,0.017458,0.013681
 240,4.971e-05,2.380e+04,2.8725,2.4842, 80.44, 62.16, 4.702, 3.183,0.01661,0.013383,4.863e+03,2.2496,2.0067, 82.58, 64.15, 7.830, 5.357,0.015629,0.012517
 241,4.971e-05,2.275e+04,2.1249,1.7216, 79.86, 61.69, 5.033, 3.360,0.01529,0.012112,4.364e+03,1.9495,1.6703, 79.71, 61.74, 2.807, 2.140,0.013946,0.011296
 242,4.971e-05,2.401e+04,3.5658,2.8587, 78.63, 60.74, 3.456, 2.489,0.01759,0.014959,4.140e+03,1.0233,0.8922, 80.26, 62.27, 5.920, 4.124,0.011252,0.009121
 243,4.971e-05,2.139e+04,1.6052,1.2480, 80.09, 61.89, 5.294, 3.387,0.01270,0.010125,4.940e+03,4.4608,4.3450, 85.47, 66.28, 5.458, 3.871,0.014162,0.011368
 244,4.970e-05,2.378e+04,3.2876,2.7485, 81.65, 63.15, 5.637, 3.675,0.01586,0.011777,4.452e+03,4.1214,3.9947, 79.35, 61.55, 4.337, 3.126,0.014825,0.012173
 245,4.970e-05,2.294e+04,2.1048,1.5861, 82.37, 63.71, 6.285, 4.077,0.01356,0.010939,5.327e+03,3.0194,2.8515, 86.43, 67.46,10.008, 6.678,0.016204,0.013739
 246,4.970e-05,2.327e+04,1.9656,1.6060, 84.10, 65.19, 7.962, 5.097,0.01293,0.010369,4.489e+03,3.9552,3.8234, 83.80, 65.03, 4.773, 3.449,0.011499,0.009398
 247,4.970e-05,2.189e+04,2.4534,2.0046, 83.01, 64.34, 6.660, 4.437,0.01073,0.008538,4.605e+03,3.2684,3.1071, 85.32, 66.23, 5.588, 3.946,0.011197,0.009164
 248,4.969e-05,2.214e+04,1.7189,1.3032, 84.10, 65.28, 7.251, 4.754,0.01061,0.008495,4.578e+03,1.8911,1.6117, 86.18, 67.24, 9.865, 6.567,0.009574,0.007763
 249,4.969e-05,2.212e+04,2.2110,1.9253, 84.18, 65.29, 8.030, 5.264,0.01010,0.008134,4.510e+03,1.9263,1.6542, 85.73, 66.88, 9.905, 6.602,0.009249,0.007447
 250,4.969e-05,2.133e+04,2.0892,1.7148, 83.50, 64.72, 7.739, 5.067,0.00917,0.007304,4.448e+03,2.2889,2.0489, 86.19, 66.96, 5.911, 4.165,0.008285,0.006630
 251,4.969e-05,2.158e+04,1.6061,1.3202, 84.32, 65.44, 7.548, 5.031,0.00856,0.006754,4.468e+03,1.7059,1.3981, 86.25, 66.98, 5.868, 4.148,0.008505,0.006861
 252,4.968e-05,2.162e+04,1.4692,1.2131, 84.62, 65.63, 7.669, 5.189,0.00823,0.006525,4.131e+03,1.5253,1.2155, 82.91, 64.49, 8.390, 5.672,0.007896,0.006441
 253,4.968e-05,2.108e+04,1.4406,1.1962, 83.90, 65.09, 7.562, 5.116,0.00814,0.006463,4.060e+03,1.7718,1.4825, 82.21, 63.94, 8.051, 5.467,0.007830,0.006374
 254,4.968e-05,2.093e+04,1.4774,1.2266, 83.57, 64.86, 7.526, 5.088,0.00809,0.006463,4.508e+03,2.1110,1.8495, 86.47, 67.22, 6.147, 4.311,0.008735,0.007049
 255,4.968e-05,2.131e+04,1.5722,1.3013, 83.85, 65.07, 7.387, 4.948,0.00845,0.006733,4.278e+03,1.7286,1.4215, 84.57, 65.65, 5.326, 3.802,0.008124,0.006533
 256,4.967e-05,2.101e+04,1.6171,1.3486, 83.62, 64.93, 7.338, 4.908,0.00823,0.006531,4.305e+03,1.1101,0.8502, 83.98, 65.39, 9.082, 6.103,0.008863,0.007115
 257,4.967e-05,2.093e+04,1.6440,1.3523, 83.14, 64.52, 7.551, 5.041,0.00849,0.006785,4.177e+03,1.7421,1.4520, 83.17, 64.75, 8.648, 5.839,0.008188,0.006697
 258,4.967e-05,2.076e+04,1.5143,1.2368, 82.91, 64.33, 7.635, 5.043,0.00836,0.006713,4.315e+03,2.0306,1.7583, 84.59, 65.72, 5.615, 3.965,0.008585,0.006925
 259,4.967e-05,2.113e+04,1.4320,1.1811, 83.25, 64.64, 7.468, 4.931,0.00878,0.007039,4.169e+03,1.8132,1.5187, 83.53, 64.85, 5.013, 3.598,0.007974,0.006476
 260,4.966e-05,2.080e+04,1.5007,1.2334, 82.91, 64.27, 7.145, 4.691,0.00854,0.006834,4.402e+03,1.1548,0.8732, 84.92, 66.21, 9.778, 6.535,0.008878,0.007131
