Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
1540,3.917e-05,8.876e+03,2.0054,1.7275, 52.52, 40.65, 3.560, 2.376,0.00768,0.006232,2.051e+03,1.8517,1.6135, 59.09, 45.98, 4.347, 3.075,0.004730,0.003763
1541,3.916e-05,1.244e+04,1.6743,1.4308, 60.77, 47.21, 6.157, 3.815,0.00816,0.006097,3.205e+03,2.3515,2.1729, 61.04, 47.46, 4.022, 2.855,0.016293,0.013343
1542,3.914e-05,1.255e+04,1.9928,1.7439, 57.06, 44.46, 5.017, 3.225,0.01293,0.009978,1.969e+03,3.3121,3.1734, 56.37, 44.30, 7.516, 4.985,0.006206,0.005270
1543,3.913e-05,9.623e+03,2.5718,2.2757, 53.14, 41.19, 4.341, 2.667,0.00916,0.007259,1.986e+03,1.3671,1.1016, 52.08, 40.23, 2.242, 1.672,0.010584,0.009294
1544,3.912e-05,8.936e+03,1.1462,0.9253, 51.65, 39.85, 2.694, 1.894,0.00837,0.007025,1.674e+03,1.0963,0.8304, 51.42, 39.70, 1.765, 1.382,0.006873,0.005679
1545,3.910e-05,8.803e+03,1.0829,0.8718, 51.75, 39.96, 3.436, 2.243,0.00776,0.006469,1.781e+03,0.9331,0.7301, 53.65, 41.56, 4.939, 3.408,0.006247,0.005307
1546,3.909e-05,8.828e+03,1.0693,0.8549, 52.50, 40.57, 3.729, 2.552,0.00747,0.006273,1.802e+03,1.0802,0.9403, 52.49, 40.63, 3.970, 2.785,0.007833,0.006727
1547,3.908e-05,8.654e+03,0.9765,0.7951, 53.00, 41.06, 4.268, 2.893,0.00609,0.004969,1.578e+03,1.5758,1.3110, 52.09, 40.20, 1.779, 1.393,0.003891,0.003064
1548,3.907e-05,8.295e+03,1.1290,0.9211, 53.02, 40.97, 3.917, 2.473,0.00486,0.003813,1.626e+03,0.9619,0.7462, 51.65, 39.85, 1.811, 1.417,0.005727,0.004790
1549,3.905e-05,8.483e+03,0.8140,0.6588, 53.33, 41.35, 4.424, 2.931,0.00462,0.003644,1.574e+03,0.9602,0.8298, 51.53, 39.79, 2.826, 2.058,0.004637,0.003972
1550,3.904e-05,8.230e+03,1.0469,0.8595, 52.24, 40.35, 3.528, 2.284,0.00464,0.003802,2.034e+03,1.7541,1.5266, 59.24, 46.13, 6.398, 4.294,0.003625,0.003051
1551,3.903e-05,9.168e+03,2.5388,2.2281, 55.11, 42.72, 4.537, 2.869,0.00584,0.004675,1.887e+03,1.9768,1.7631, 53.48, 41.49, 2.450, 1.824,0.008289,0.007507
1552,3.901e-05,8.901e+03,2.2224,1.9487, 53.44, 41.45, 3.404, 2.377,0.00659,0.005641,1.806e+03,1.0376,0.7818, 51.12, 39.43, 1.798, 1.400,0.009086,0.008025
1553,3.900e-05,8.875e+03,1.3828,1.1429, 52.67, 40.67, 2.736, 1.925,0.00749,0.006001,2.038e+03,1.2781,1.0199, 57.21, 44.79, 7.783, 5.118,0.006551,0.005693
1554,3.899e-05,8.656e+03,1.4390,1.2238, 53.31, 41.30, 5.220, 3.042,0.00596,0.004745,1.948e+03,1.4605,1.1862, 52.30, 40.37, 2.079, 1.573,0.009995,0.009098
1555,3.897e-05,9.050e+03,1.3210,1.0578, 51.58, 39.86, 3.300, 2.188,0.00899,0.007658,1.830e+03,1.4777,1.2130, 51.30, 39.62, 1.819, 1.424,0.009259,0.008505
1556,3.896e-05,8.567e+03,0.9982,0.8021, 51.41, 39.70, 2.937, 1.973,0.00740,0.006318,1.992e+03,0.9344,0.7921, 51.98, 40.14, 2.964, 2.159,0.010693,0.010043
1557,3.895e-05,8.659e+03,1.3674,1.1442, 51.64, 39.93, 3.320, 2.245,0.00770,0.006290,1.723e+03,1.5444,1.2704, 54.22, 42.03, 3.589, 2.583,0.004283,0.003746
1558,3.893e-05,8.873e+03,1.2956,1.0903, 53.63, 41.57, 4.522, 2.917,0.00634,0.005014,1.727e+03,1.2539,0.9839, 52.78, 40.77, 1.968, 1.505,0.006412,0.005628
1559,3.892e-05,8.647e+03,0.9298,0.7477, 52.25, 40.42, 3.505, 2.431,0.00679,0.005334,1.610e+03,0.9891,0.7491, 52.38, 40.52, 4.016, 2.831,0.004156,0.003412
1560,3.891e-05,8.237e+03,0.8001,0.6387, 52.35, 40.49, 3.655, 2.453,0.00502,0.004057,1.821e+03,0.9280,0.7813, 54.68, 42.48, 5.773, 3.910,0.005704,0.004702
1561,3.890e-05,8.172e+03,0.8436,0.6809, 52.54, 40.67, 4.276, 2.746,0.00455,0.003690,1.712e+03,1.4522,1.1682, 54.21, 42.00, 3.339, 2.415,0.004026,0.003334
1562,3.888e-05,8.146e+03,0.9758,0.7927, 52.81, 40.86, 3.456, 2.446,0.00366,0.002953,1.773e+03,1.0044,0.7726, 55.12, 42.72, 3.232, 2.342,0.004229,0.003550
1563,3.887e-05,8.087e+03,0.9144,0.7350, 52.85, 40.90, 3.795, 2.684,0.00359,0.002883,1.656e+03,0.9709,0.7415, 53.51, 41.51, 5.088, 3.492,0.003334,0.002642
1564,3.886e-05,8.040e+03,0.8782,0.6989, 52.67, 40.77, 4.137, 2.750,0.00332,0.002654,1.698e+03,1.0169,0.8851, 54.37, 42.22, 5.304, 3.627,0.002908,0.002331
1565,3.884e-05,8.109e+03,0.8523,0.6822, 53.03, 41.08, 4.508, 2.916,0.00297,0.002378,1.546e+03,1.1884,0.9202, 52.07, 40.22, 2.017, 1.543,0.002783,0.002303
1566,3.883e-05,7.947e+03,0.8451,0.6874, 52.60, 40.70, 3.888, 2.513,0.00323,0.002591,1.578e+03,1.0395,0.7924, 52.61, 40.65, 2.254, 1.695,0.002813,0.002238
1567,3.882e-05,7.983e+03,0.8326,0.6739, 52.65, 40.78, 3.980, 2.663,0.00318,0.002566,1.623e+03,0.9139,0.7641, 53.12, 41.18, 4.872, 3.354,0.003004,0.002382
1568,3.880e-05,7.974e+03,0.9500,0.7561, 52.70, 40.82, 3.964, 2.726,0.00312,0.002517,1.576e+03,0.9312,0.7869, 52.40, 40.58, 4.426, 3.082,0.002903,0.002286
1569,3.879e-05,7.905e+03,0.8255,0.6627, 52.59, 40.70, 3.997, 2.769,0.00289,0.002312,1.659e+03,1.0962,0.8290, 53.97, 41.79, 2.916, 2.143,0.002714,0.002132
1570,3.878e-05,7.978e+03,0.8473,0.6843, 52.80, 40.88, 3.740, 2.590,0.00277,0.002218,1.604e+03,1.0421,0.7919, 53.09, 41.07, 2.695, 1.989,0.002687,0.002120
1571,3.876e-05,7.916e+03,0.8091,0.6556, 52.55, 40.70, 3.794, 2.585,0.00284,0.002280,1.634e+03,0.9135,0.7582, 53.41, 41.45, 5.188, 3.547,0.002694,0.002147
1572,3.875e-05,7.940e+03,0.8545,0.6831, 52.65, 40.75, 4.137, 2.798,0.00280,0.002238,1.610e+03,0.9248,0.7371, 53.04, 41.14, 4.891, 3.375,0.002640,0.002146
1573,3.874e-05,7.909e+03,0.8396,0.6809, 52.58, 40.70, 4.042, 2.757,0.00280,0.002249,1.607e+03,0.9946,0.7620, 53.14, 41.12, 2.701, 2.004,0.002644,0.002169
1574,3.873e-05,7.908e+03,0.7986,0.6375, 52.57, 40.67, 3.953, 2.651,0.00279,0.002210,1.578e+03,1.0193,0.7796, 52.64, 40.71, 2.349, 1.762,0.002744,0.002205
1575,3.871e-05,7.869e+03,0.8415,0.6822, 52.49, 40.63, 3.816, 2.558,0.00282,0.002239,1.660e+03,0.9158,0.7513, 53.68, 41.69, 5.291, 3.610,0.003054,0.002384
1576,3.870e-05,7.925e+03,0.7936,0.6349, 52.60, 40.71, 4.159, 2.802,0.00281,0.002223,1.627e+03,0.9217,0.7434, 53.15, 41.22, 4.959, 3.417,0.003078,0.002392
1577,3.869e-05,7.912e+03,0.8136,0.6585, 52.60, 40.75, 4.148, 2.791,0.00279,0.002218,1.599e+03,0.9676,0.7444, 52.93, 40.95, 2.549, 1.911,0.002864,0.002215
1578,3.867e-05,7.893e+03,0.7776,0.6227, 52.56, 40.68, 3.898, 2.618,0.00273,0.002178,1.567e+03,1.0315,0.7836, 52.42, 40.53, 2.370, 1.775,0.002797,0.002183
1579,3.866e-05,7.861e+03,0.8076,0.6499, 52.44, 40.60, 3.883, 2.589,0.00275,0.002221,1.663e+03,0.9095,0.7437, 53.81, 41.80, 5.414, 3.683,0.002844,0.002202
1580,3.865e-05,7.928e+03,0.8256,0.6545, 52.61, 40.73, 4.225, 2.818,0.00275,0.002184,1.625e+03,0.9150,0.7483, 53.29, 41.35, 5.078, 3.487,0.002613,0.002097
1581,3.863e-05,7.873e+03,0.8036,0.6447, 52.49, 40.66, 4.186, 2.799,0.00267,0.002119,1.592e+03,1.1107,0.8448, 52.88, 40.90, 2.537, 1.894,0.002678,0.002098
1582,3.862e-05,7.855e+03,0.8243,0.6615, 52.47, 40.62, 3.798, 2.548,0.00273,0.002167,1.563e+03,0.9883,0.7597, 52.41, 40.52, 2.267, 1.705,0.002675,0.002084
1583,3.861e-05,7.827e+03,0.8312,0.6577, 52.42, 40.58, 3.915, 2.596,0.00270,0.002175,1.654e+03,0.9310,0.7313, 53.73, 41.72, 5.322, 3.635,0.002658,0.002087
1584,3.859e-05,7.928e+03,0.7793,0.6209, 52.63, 40.75, 4.215, 2.832,0.00272,0.002166,1.618e+03,0.9248,0.7363, 53.15, 41.23, 4.944, 3.405,0.002690,0.002135
1585,3.858e-05,7.884e+03,0.7803,0.6193, 52.52, 40.65, 4.181, 2.808,0.00272,0.002165,1.598e+03,1.0762,0.8126, 52.98, 40.99, 2.616, 1.941,0.002705,0.002203
1586,3.857e-05,7.894e+03,0.8189,0.6545, 52.47, 40.61, 3.828, 2.579,0.00289,0.002307,1.579e+03,1.0723,0.8095, 52.64, 40.71, 2.513, 1.873,0.002740,0.002258
1587,3.855e-05,7.868e+03,0.8609,0.6983, 52.39, 40.56, 3.792, 2.575,0.00287,0.002268,1.618e+03,0.9357,0.7333, 53.17, 41.25, 4.973, 3.418,0.002626,0.002086
1588,3.854e-05,7.855e+03,0.7841,0.6327, 52.47, 40.63, 4.039, 2.741,0.00266,0.002084,1.576e+03,0.9184,0.7359, 52.50, 40.68, 4.633, 3.212,0.002642,0.002136
1589,3.853e-05,7.810e+03,0.7974,0.6298, 52.30, 40.49, 3.970, 2.739,0.00273,0.002173,1.631e+03,1.0921,0.8245, 53.53, 41.45, 2.870, 2.102,0.002663,0.002202
1590,3.851e-05,7.914e+03,0.8219,0.6636, 52.52, 40.65, 3.790, 2.615,0.00282,0.002266,1.603e+03,0.9848,0.7560, 53.09, 41.08, 2.552, 1.901,0.002654,0.002157
1591,3.850e-05,7.871e+03,0.8262,0.6600, 52.45, 40.62, 3.866, 2.641,0.00280,0.002230,1.599e+03,0.9215,0.7365, 52.85, 40.98, 4.814, 3.321,0.002700,0.002175
1592,3.849e-05,7.860e+03,0.7762,0.6241, 52.40, 40.55, 4.040, 2.774,0.00282,0.002230,1.575e+03,0.9148,0.7489, 52.46, 40.63, 4.529, 3.150,0.002691,0.002187
1593,3.848e-05,7.817e+03,0.8048,0.6475, 52.32, 40.52, 3.929, 2.717,0.00283,0.002268,1.622e+03,1.0073,0.7666, 53.38, 41.32, 2.786, 2.043,0.002666,0.002171
1594,3.846e-05,7.878e+03,0.8025,0.6387, 52.48, 40.60, 3.801, 2.594,0.00283,0.002266,1.580e+03,1.1489,0.8825, 52.71, 40.77, 2.564, 1.906,0.002584,0.002102
1595,3.845e-05,7.818e+03,0.8160,0.6528, 52.35, 40.52, 3.762, 2.561,0.00270,0.002147,1.628e+03,0.9432,0.8025, 53.30, 41.36, 5.156, 3.539,0.002709,0.002097
1596,3.844e-05,7.853e+03,0.8314,0.6667, 52.40, 40.54, 4.102, 2.778,0.00272,0.002172,1.602e+03,0.9598,0.7388, 52.85, 40.98, 4.814, 3.319,0.002821,0.002191
1597,3.842e-05,7.839e+03,0.8690,0.6927, 52.32, 40.51, 4.039, 2.716,0.00280,0.002247,1.593e+03,0.9513,0.7409, 52.93, 40.97, 2.598, 1.930,0.002620,0.002101
1598,3.841e-05,7.849e+03,0.8003,0.6462, 52.38, 40.57, 3.816, 2.568,0.00271,0.002156,1.562e+03,1.1012,0.8343, 52.36, 40.48, 2.340, 1.758,0.002725,0.002131
1599,3.840e-05,7.814e+03,0.8135,0.6596, 52.34, 40.46, 3.769, 2.545,0.00273,0.002169,1.644e+03,0.9312,0.7864, 53.47, 41.52, 5.179, 3.539,0.002955,0.002274
1600,3.838e-05,7.838e+03,0.8144,0.6501, 52.36, 40.54, 4.104, 2.756,0.00273,0.002166,1.602e+03,0.9555,0.7396, 52.88, 41.02, 4.861, 3.348,0.002741,0.002151
1601,3.837e-05,7.802e+03,0.8292,0.6688, 52.29, 40.47, 4.018, 2.710,0.00266,0.002109,1.593e+03,0.9562,0.7397, 52.88, 40.92, 2.515, 1.875,0.002749,0.002211
1602,3.836e-05,7.815e+03,0.8094,0.6461, 52.26, 40.46, 3.901, 2.621,0.00275,0.002186,1.561e+03,1.1013,0.8398, 52.39, 40.52, 2.428, 1.817,0.002595,0.002073
1603,3.834e-05,7.787e+03,0.8062,0.6495, 52.23, 40.41, 3.817, 2.594,0.00272,0.002188,1.624e+03,0.9222,0.7705, 53.22, 41.31, 5.096, 3.497,0.002727,0.002088
1604,3.833e-05,7.823e+03,0.8138,0.6565, 52.32, 40.53, 4.074, 2.756,0.00274,0.002166,1.593e+03,0.9345,0.7311, 52.69, 40.85, 4.791, 3.309,0.002854,0.002165
1605,3.832e-05,7.793e+03,0.8358,0.6728, 52.20, 40.39, 3.985, 2.715,0.00274,0.002207,1.606e+03,0.9746,0.7501, 53.09, 41.09, 2.718, 2.006,0.002752,0.002101
1606,3.830e-05,7.823e+03,0.7969,0.6408, 52.33, 40.54, 3.746, 2.567,0.00269,0.002145,1.581e+03,1.0514,0.7964, 52.67, 40.74, 2.466, 1.831,0.002758,0.002120
1607,3.829e-05,7.819e+03,0.8104,0.6545, 52.29, 40.49, 3.757, 2.557,0.00271,0.002165,1.600e+03,0.9201,0.7720, 52.86, 40.98, 4.920, 3.391,0.002693,0.002077
1608,3.828e-05,7.809e+03,0.8149,0.6517, 52.24, 40.44, 3.963, 2.716,0.00267,0.002125,1.561e+03,0.9421,0.7316, 52.26, 40.49, 4.475, 3.113,0.002587,0.002068
1609,3.826e-05,7.758e+03,0.7886,0.6325, 52.20, 40.39, 3.958, 2.754,0.00262,0.002100,1.620e+03,1.0194,0.7791, 53.35, 41.31, 2.840, 2.079,0.002644,0.002120
1610,3.825e-05,7.839e+03,0.8011,0.6447, 52.39, 40.55, 3.828, 2.636,0.00272,0.002185,1.586e+03,1.0591,0.8019, 52.71, 40.78, 2.459, 1.832,0.002890,0.002312
1611,3.824e-05,7.799e+03,0.7816,0.6268, 52.23, 40.43, 3.733, 2.575,0.00280,0.002229,1.597e+03,0.9212,0.7693, 52.81, 40.95, 4.738, 3.278,0.002731,0.002117
1612,3.822e-05,7.801e+03,0.8179,0.6555, 52.24, 40.43, 3.861, 2.654,0.00278,0.002225,1.566e+03,0.9104,0.7450, 52.25, 40.48, 4.656, 3.225,0.002792,0.002164
1613,3.821e-05,7.733e+03,0.8547,0.6793, 52.06, 40.29, 3.992, 2.735,0.00285,0.002288,1.600e+03,1.0269,0.7840, 53.05, 41.06, 2.814, 2.070,0.002578,0.002053
1614,3.820e-05,7.803e+03,0.8074,0.6506, 52.29, 40.47, 3.644, 2.503,0.00273,0.002188,1.564e+03,1.0280,0.7838, 52.41, 40.52, 2.314, 1.740,0.002697,0.002106
1615,3.818e-05,7.742e+03,0.8005,0.6427, 52.11, 40.34, 3.789, 2.543,0.00270,0.002147,1.619e+03,0.9258,0.7287, 53.16, 41.26, 5.201, 3.559,0.002695,0.002101
1616,3.817e-05,7.798e+03,0.7947,0.6414, 52.23, 40.45, 4.093, 2.774,0.00261,0.002087,1.591e+03,0.9148,0.7459, 52.75, 40.89, 4.669, 3.233,0.002622,0.002116
1617,3.816e-05,7.772e+03,0.7917,0.6314, 52.13, 40.32, 4.054, 2.727,0.00272,0.002174,1.581e+03,1.0788,0.8158, 52.73, 40.79, 2.509, 1.873,0.002594,0.002134
1618,3.814e-05,7.778e+03,0.8247,0.6642, 52.19, 40.39, 3.732, 2.528,0.00272,0.002148,1.554e+03,1.0145,0.7759, 52.17, 40.34, 2.409, 1.798,0.002863,0.002354
1619,3.813e-05,7.775e+03,0.8056,0.6340, 52.08, 40.30, 3.722, 2.529,0.00278,0.002191,1.621e+03,0.9172,0.7660, 53.17, 41.25, 5.080, 3.483,0.002773,0.002222
1620,3.812e-05,7.817e+03,0.8050,0.6484, 52.22, 40.42, 3.991, 2.701,0.00277,0.002200,1.576e+03,0.9365,0.7309, 52.50, 40.71, 4.792, 3.312,0.002597,0.002097
1621,3.810e-05,7.750e+03,0.8248,0.6565, 52.08, 40.32, 3.928, 2.657,0.00275,0.002218,1.596e+03,0.9650,0.7468, 52.91, 40.96, 2.743, 2.018,0.002783,0.002272
1622,3.809e-05,7.805e+03,0.7938,0.6385, 52.25, 40.45, 3.773, 2.593,0.00275,0.002194,1.566e+03,0.9794,0.7521, 52.43, 40.54, 2.377, 1.769,0.002750,0.002199
1623,3.808e-05,7.737e+03,0.8367,0.6745, 52.06, 40.30, 3.697, 2.508,0.00273,0.002175,1.595e+03,0.9326,0.7269, 52.77, 40.93, 5.088, 3.490,0.002671,0.002122
1624,3.806e-05,7.761e+03,0.7873,0.6289, 52.08, 40.30, 4.045, 2.785,0.00261,0.002071,1.566e+03,0.9107,0.7426, 52.36, 40.57, 4.428, 3.088,0.002570,0.002067
1625,3.805e-05,7.718e+03,0.7989,0.6271, 52.06, 40.28, 3.913, 2.688,0.00258,0.002058,1.595e+03,1.0404,0.7968, 52.97, 41.00, 2.693, 1.983,0.002585,0.002070
1626,3.804e-05,7.801e+03,0.8001,0.6439, 52.14, 40.36, 3.731, 2.571,0.00282,0.002275,1.571e+03,0.9849,0.7603, 52.57, 40.66, 2.483, 1.853,0.002597,0.002085
1627,3.802e-05,7.765e+03,0.7880,0.6269, 52.08, 40.30, 3.688, 2.526,0.00282,0.002255,1.594e+03,0.9115,0.7449, 52.65, 40.82, 4.772, 3.301,0.002988,0.002400
1628,3.801e-05,7.751e+03,0.8334,0.6766, 51.98, 40.21, 3.872, 2.652,0.00293,0.002345,1.579e+03,0.9113,0.7446, 52.38, 40.59, 4.671, 3.226,0.003020,0.002402
1629,3.800e-05,7.734e+03,0.8100,0.6498, 52.01, 40.26, 3.965, 2.670,0.00280,0.002247,1.574e+03,0.9870,0.7600, 52.59, 40.67, 2.458, 1.833,0.002660,0.002129
1630,3.798e-05,7.743e+03,0.8006,0.6440, 52.09, 40.32, 3.674, 2.496,0.00269,0.002137,1.538e+03,1.0593,0.8025, 52.01, 40.20, 2.348, 1.767,0.002587,0.002075
1631,3.797e-05,7.681e+03,0.8057,0.6452, 51.92, 40.18, 3.769, 2.515,0.00265,0.002100,1.633e+03,0.9084,0.7455, 53.35, 41.40, 5.272, 3.606,0.002755,0.002121
1632,3.796e-05,7.800e+03,0.8732,0.6926, 52.16, 40.37, 4.102, 2.723,0.00272,0.002173,1.598e+03,0.9153,0.7526, 52.87, 41.01, 4.951, 3.401,0.002553,0.002040
1633,3.794e-05,7.758e+03,0.8094,0.6453, 52.06, 40.31, 4.116, 2.745,0.00275,0.002201,1.555e+03,1.0688,0.8077, 52.29, 40.43, 2.433, 1.815,0.002608,0.002138
1634,3.793e-05,7.715e+03,0.8119,0.6496, 51.97, 40.24, 3.720, 2.498,0.00283,0.002230,1.530e+03,1.1192,0.8571, 51.82, 40.04, 2.080, 1.583,0.002746,0.002267
1635,3.791e-05,7.695e+03,0.8375,0.6764, 51.81, 40.10, 3.842, 2.535,0.00309,0.002453,1.634e+03,0.9106,0.7536, 53.44, 41.49, 5.122, 3.509,0.002634,0.002145
1636,3.790e-05,7.779e+03,0.8121,0.6459, 52.09, 40.33, 3.994, 2.682,0.00285,0.002264,1.592e+03,0.9113,0.7559, 52.65, 40.82, 4.848, 3.340,0.002867,0.002317
1637,3.789e-05,7.720e+03,0.7967,0.6389, 51.96, 40.24, 4.047, 2.708,0.00271,0.002152,1.570e+03,1.0628,0.8044, 52.55, 40.65, 2.447, 1.830,0.002593,0.002133
1638,3.787e-05,7.705e+03,0.7891,0.6371, 51.97, 40.23, 3.734, 2.512,0.00265,0.002112,1.549e+03,0.9448,0.7350, 52.12, 40.28, 2.299, 1.729,0.002800,0.002277
1639,3.786e-05,7.687e+03,0.7996,0.6356, 51.89, 40.17, 3.719, 2.524,0.00268,0.002151,1.600e+03,0.9530,0.7328, 52.89, 41.04, 4.890, 3.365,0.002605,0.002088
1640,3.785e-05,7.728e+03,0.8051,0.6506, 51.97, 40.24, 3.985, 2.720,0.00267,0.002109,1.565e+03,0.9179,0.7662, 52.30, 40.52, 4.688, 3.243,0.002630,0.002104
1641,3.783e-05,7.697e+03,0.8069,0.6412, 51.89, 40.17, 3.939, 2.690,0.00278,0.002202,1.590e+03,1.1934,0.9246, 52.80, 40.86, 2.662, 1.970,0.002789,0.002307
1642,3.782e-05,7.772e+03,0.8401,0.6701, 51.99, 40.23, 3.615, 2.504,0.00304,0.002399,1.564e+03,0.9759,0.7524, 52.32, 40.46, 2.489, 1.848,0.002901,0.002402
1643,3.781e-05,7.716e+03,0.8256,0.6575, 51.90, 40.17, 3.691, 2.526,0.00298,0.002395,1.582e+03,0.9216,0.7319, 52.52, 40.70, 4.702, 3.247,0.002827,0.002300
1644,3.779e-05,7.730e+03,0.8142,0.6491, 51.87, 40.12, 3.818, 2.599,0.00296,0.002364,1.556e+03,0.9117,0.7576, 51.89, 40.18, 4.568, 3.167,0.003251,0.002570
1645,3.778e-05,7.658e+03,0.7990,0.6409, 51.81, 40.09, 3.820, 2.617,0.00277,0.002221,1.590e+03,1.0081,0.7737, 52.87, 40.91, 2.684, 1.982,0.002627,0.002093
1646,3.777e-05,7.706e+03,0.7928,0.6365, 51.95, 40.19, 3.675, 2.507,0.00274,0.002207,1.546e+03,0.9700,0.7467, 52.11, 40.29, 2.398, 1.799,0.002671,0.002164
1647,3.775e-05,7.667e+03,0.8045,0.6418, 51.81, 40.09, 3.600, 2.458,0.00283,0.002266,1.607e+03,0.9070,0.7436, 52.92, 41.05, 5.037, 3.462,0.002785,0.002241
1648,3.774e-05,7.725e+03,0.7940,0.6362, 51.89, 40.16, 4.056, 2.732,0.00287,0.002281,1.593e+03,0.9118,0.7538, 52.56, 40.75, 4.863, 3.350,0.003110,0.002448
1649,3.773e-05,7.673e+03,0.7895,0.6361, 51.80, 40.09, 3.916, 2.642,0.00281,0.002264,1.560e+03,1.1060,0.8386, 52.34, 40.47, 2.404, 1.793,0.002695,0.002137
1650,3.771e-05,7.700e+03,0.8020,0.6501, 51.89, 40.15, 3.692, 2.462,0.00277,0.002196,1.546e+03,0.9634,0.7437, 52.05, 40.24, 2.268, 1.709,0.002856,0.002191
1651,3.770e-05,7.658e+03,0.7803,0.6313, 51.82, 40.10, 3.725, 2.536,0.00278,0.002227,1.582e+03,0.9172,0.7683, 52.59, 40.77, 4.732, 3.265,0.002618,0.002035
1652,3.769e-05,7.696e+03,0.8352,0.6753, 51.90, 40.14, 3.794, 2.593,0.00266,0.002122,1.540e+03,0.9236,0.7239, 51.87, 40.17, 4.444, 3.090,0.002676,0.002163
1653,3.767e-05,7.632e+03,0.7776,0.6218, 51.77, 40.07, 3.831, 2.671,0.00265,0.002109,1.591e+03,1.0850,0.8209, 52.89, 40.93, 2.699, 1.987,0.002600,0.002105
1654,3.766e-05,7.690e+03,0.8333,0.6722, 51.95, 40.20, 3.713, 2.535,0.00255,0.002007,1.551e+03,1.0096,0.7751, 52.25, 40.42, 2.366, 1.777,0.002567,0.002024
1655,3.764e-05,7.656e+03,0.8185,0.6660, 51.82, 40.13, 3.582, 2.461,0.00261,0.002068,1.582e+03,0.9063,0.7449, 52.53, 40.74, 4.696, 3.251,0.002781,0.002160
1656,3.763e-05,7.664e+03,0.8239,0.6583, 51.79, 40.09, 3.811, 2.616,0.00265,0.002084,1.547e+03,0.9243,0.7276, 51.97, 40.26, 4.597, 3.185,0.002696,0.002071
1657,3.762e-05,7.600e+03,0.8212,0.6695, 51.72, 40.02, 3.868, 2.639,0.00251,0.001990,1.573e+03,0.9729,0.7480, 52.60, 40.71, 2.666, 1.958,0.002562,0.002030
1658,3.760e-05,7.672e+03,0.7945,0.6361, 51.83, 40.12, 3.668, 2.528,0.00263,0.002078,1.543e+03,1.0354,0.7881, 52.09, 40.28, 2.372, 1.772,0.002604,0.002040
1659,3.759e-05,7.649e+03,0.7986,0.6432, 51.77, 40.04, 3.600, 2.458,0.00269,0.002152,1.590e+03,0.9149,0.7604, 52.62, 40.82, 5.134, 3.519,0.002823,0.002160
1660,3.758e-05,7.660e+03,0.8003,0.6376, 51.77, 40.07, 3.999, 2.689,0.00268,0.002134,1.561e+03,0.9883,0.7564, 52.20, 40.46, 4.671, 3.228,0.002711,0.002101
1661,3.756e-05,7.655e+03,0.8855,0.7078, 51.76, 40.05, 3.924, 2.661,0.00262,0.002088,1.555e+03,0.9122,0.7457, 52.32, 40.49, 2.533, 1.876,0.002539,0.002018
1662,3.755e-05,7.657e+03,0.8078,0.6503, 51.77, 40.06, 3.774, 2.545,0.00260,0.002068,1.527e+03,1.1736,0.9035, 51.82, 40.05, 2.247, 1.691,0.002601,0.002031
1663,3.754e-05,7.606e+03,0.8283,0.6758, 51.66, 39.94, 3.573, 2.396,0.00260,0.002065,1.604e+03,0.9132,0.7641, 52.84, 41.02, 5.103, 3.501,0.002845,0.002219
1664,3.752e-05,7.689e+03,0.8430,0.6853, 51.75, 40.08, 3.921, 2.653,0.00282,0.002241,1.577e+03,0.9751,0.7462, 52.28, 40.52, 4.606, 3.187,0.003185,0.002604
1665,3.751e-05,7.675e+03,0.8098,0.6496, 51.72, 40.02, 3.978, 2.677,0.00294,0.002355,1.545e+03,0.9497,0.7376, 52.13, 40.32, 2.346, 1.760,0.002589,0.002066
1666,3.750e-05,7.645e+03,0.7911,0.6337, 51.66, 39.98, 3.664, 2.460,0.00288,0.002317,1.524e+03,1.0585,0.8008, 51.73, 39.97, 2.182, 1.656,0.002712,0.002170
1667,3.748e-05,7.617e+03,0.7910,0.6417, 51.60, 39.93, 3.701, 2.476,0.00287,0.002297,1.608e+03,0.9493,0.8171, 52.89, 41.04, 4.987, 3.421,0.002935,0.002343
1668,3.747e-05,7.679e+03,0.8469,0.6701, 51.76, 40.06, 3.891, 2.619,0.00281,0.002253,1.578e+03,0.9055,0.7358, 52.26, 40.50, 4.694, 3.243,0.003239,0.002611
1669,3.745e-05,7.636e+03,0.7806,0.6234, 51.65, 39.96, 3.934, 2.659,0.00283,0.002228,1.552e+03,1.0068,0.7734, 52.23, 40.40, 2.442, 1.814,0.002616,0.002150
1670,3.744e-05,7.654e+03,0.7784,0.6305, 51.70, 40.00, 3.700, 2.512,0.00272,0.002171,1.533e+03,1.0604,0.8049, 51.90, 40.12, 2.286, 1.725,0.002624,0.002140
