Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
1964,3.325e-05,6.392e+00,0.8529,0.6909, 47.52, 36.65, 3.218, 2.237,0.00623,0.005055,1.323e+00,0.9715,0.7609, 48.42, 37.38, 2.310, 1.756,0.005747,0.004735
1965,3.323e-05,6.417e+00,0.7872,0.6294, 47.55, 36.69, 3.179, 2.174,0.00663,0.005425,1.307e+00,0.8720,0.6988, 48.14, 37.12, 2.035, 1.593,0.005727,0.004774
1966,3.322e-05,6.385e+00,0.8045,0.6483, 47.49, 36.66, 3.146, 2.167,0.00589,0.004772,1.333e+00,0.8653,0.6917, 48.39, 37.47, 4.304, 3.074,0.006667,0.005186
1967,3.320e-05,6.423e+00,0.7620,0.6154, 47.57, 36.72, 3.375, 2.313,0.00638,0.005203,1.319e+00,0.8647,0.7537, 48.14, 37.20, 3.504, 2.535,0.007023,0.005563
1968,3.319e-05,6.395e+00,0.8494,0.6676, 47.52, 36.66, 3.287, 2.296,0.00625,0.005103,1.326e+00,0.8454,0.7353, 48.49, 37.44, 2.290, 1.743,0.005703,0.004756
1969,3.317e-05,6.409e+00,0.7915,0.6373, 47.60, 36.74, 3.013, 2.119,0.00614,0.004964,1.321e+00,0.9467,0.7489, 48.27, 37.22, 2.031, 1.596,0.007065,0.005815
1970,3.316e-05,6.376e+00,0.9384,0.7509, 47.48, 36.62, 3.075, 2.135,0.00631,0.005063,1.321e+00,1.1355,0.8824, 48.30, 37.40, 4.024, 2.869,0.005472,0.004294
1971,3.314e-05,6.404e+00,0.8088,0.6485, 47.51, 36.65, 3.232, 2.245,0.00648,0.005153,1.319e+00,0.8768,0.6964, 48.03, 37.13, 3.849, 2.760,0.007802,0.006099
1972,3.313e-05,6.385e+00,0.8231,0.6671, 47.43, 36.61, 3.238, 2.246,0.00667,0.005386,1.315e+00,0.8349,0.7024, 48.37, 37.33, 2.229, 1.701,0.004586,0.003734
1973,3.311e-05,6.395e+00,0.7673,0.6143, 47.52, 36.67, 2.994, 2.096,0.00644,0.005117,1.320e+00,0.9680,0.7603, 48.10, 37.09, 2.084, 1.630,0.008280,0.007021
1974,3.310e-05,6.412e+00,0.8978,0.7294, 47.45, 36.62, 3.122, 2.152,0.00706,0.005662,1.330e+00,1.5981,1.3696, 48.46, 37.56, 4.204, 2.996,0.005226,0.004095
1975,3.308e-05,6.396e+00,1.0227,0.8361, 47.51, 36.69, 3.377, 2.324,0.00619,0.004934,1.321e+00,1.1833,0.9335, 48.14, 37.24, 3.851, 2.762,0.007148,0.005759
1976,3.307e-05,6.376e+00,0.8473,0.6791, 47.47, 36.63, 3.342, 2.297,0.00597,0.004825,1.316e+00,0.8390,0.7178, 48.33, 37.34, 2.383, 1.797,0.005247,0.004135
1977,3.305e-05,6.365e+00,0.7899,0.6349, 47.46, 36.64, 3.185, 2.185,0.00539,0.004312,1.299e+00,0.8970,0.7133, 48.06, 37.09, 2.035, 1.584,0.005042,0.004227
1978,3.304e-05,6.368e+00,0.8170,0.6570, 47.47, 36.64, 3.243, 2.213,0.00514,0.004089,1.327e+00,1.0773,0.8388, 48.41, 37.50, 4.158, 2.969,0.005349,0.004400
1979,3.302e-05,6.379e+00,0.8125,0.6488, 47.50, 36.67, 3.363, 2.336,0.00520,0.004159,1.312e+00,0.8500,0.6995, 48.13, 37.24, 3.957, 2.832,0.005579,0.004486
1980,3.301e-05,6.372e+00,0.7861,0.6369, 47.46, 36.63, 3.464, 2.396,0.00520,0.004109,1.313e+00,0.9744,0.8459, 48.30, 37.30, 2.192, 1.686,0.005006,0.004010
1981,3.299e-05,6.384e+00,0.9453,0.7639, 47.48, 36.66, 3.254, 2.203,0.00500,0.004013,1.295e+00,0.8384,0.6919, 47.92, 36.99, 2.150, 1.664,0.005588,0.004699
1982,3.298e-05,6.330e+00,0.7784,0.6173, 47.36, 36.57, 3.232, 2.220,0.00562,0.004482,1.334e+00,1.0304,0.8078, 48.50, 37.57, 4.153, 2.957,0.005804,0.005012
1983,3.296e-05,6.390e+00,0.8100,0.6513, 47.48, 36.65, 3.385, 2.340,0.00612,0.004958,1.316e+00,0.9147,0.7291, 48.06, 37.22, 4.234, 3.012,0.006672,0.005568
1984,3.295e-05,6.385e+00,0.8788,0.7139, 47.39, 36.60, 3.424, 2.325,0.00646,0.005209,1.312e+00,0.8411,0.6955, 48.20, 37.21, 2.279, 1.735,0.005892,0.004681
1985,3.293e-05,6.365e+00,0.7962,0.6369, 47.37, 36.58, 3.176, 2.196,0.00638,0.005153,1.303e+00,0.9210,0.7273, 47.94, 37.00, 2.245, 1.722,0.006952,0.005665
1986,3.292e-05,6.374e+00,0.8032,0.6527, 47.38, 36.58, 3.252, 2.232,0.00679,0.005484,1.333e+00,1.0224,0.8001, 48.35, 37.43, 3.947, 2.839,0.007194,0.006256
1987,3.290e-05,6.422e+00,0.8228,0.6603, 47.43, 36.61, 3.299, 2.299,0.00769,0.006418,1.313e+00,0.9231,0.7335, 47.98, 37.16, 4.343, 3.082,0.006954,0.006093
1988,3.289e-05,6.403e+00,0.7705,0.6177, 47.36, 36.59, 3.390, 2.350,0.00741,0.006219,1.319e+00,0.8355,0.7178, 48.27, 37.26, 2.267, 1.731,0.006599,0.005333
1989,3.287e-05,6.403e+00,0.7885,0.6380, 47.39, 36.60, 3.152, 2.174,0.00744,0.006119,1.316e+00,0.8429,0.6967, 47.98, 37.05, 2.213, 1.705,0.008568,0.007448
1990,3.286e-05,6.388e+00,0.8326,0.6694, 47.34, 36.56, 3.148, 2.187,0.00762,0.006330,1.326e+00,0.8822,0.7010, 48.31, 37.38, 3.987, 2.856,0.006430,0.005510
1991,3.284e-05,6.398e+00,0.7873,0.6272, 47.40, 36.60, 3.306, 2.287,0.00767,0.006340,1.318e+00,1.1059,0.8597, 48.00, 37.18, 4.250, 3.027,0.007617,0.006718
1992,3.283e-05,6.393e+00,0.8484,0.6824, 47.34, 36.54, 3.493, 2.392,0.00747,0.006219,1.314e+00,0.8794,0.7030, 48.22, 37.21, 2.266, 1.735,0.006250,0.004958
1993,3.282e-05,6.395e+00,0.8172,0.6534, 47.39, 36.62, 3.131, 2.179,0.00729,0.006045,1.324e+00,0.8256,0.7023, 48.00, 37.09, 2.134, 1.645,0.009559,0.008501
1994,3.280e-05,6.405e+00,0.8648,0.6927, 47.32, 36.55, 3.143, 2.184,0.00805,0.006621,1.321e+00,1.0693,0.8323, 48.25, 37.33, 3.985, 2.848,0.005902,0.004722
1995,3.279e-05,6.388e+00,0.8811,0.7193, 47.36, 36.56, 3.317, 2.317,0.00764,0.006171,1.330e+00,1.3191,1.0674, 47.92, 37.12, 4.204, 3.007,0.009797,0.008588
1996,3.277e-05,6.391e+00,0.8922,0.7190, 47.32, 36.55, 3.396, 2.368,0.00769,0.006200,1.314e+00,0.8429,0.7054, 48.35, 37.32, 2.417, 1.825,0.004579,0.003754
1997,3.276e-05,6.361e+00,0.7953,0.6353, 47.40, 36.62, 3.249, 2.246,0.00645,0.005161,1.316e+00,0.8524,0.7424, 48.11, 37.22, 2.437, 1.832,0.007479,0.006079
1998,3.274e-05,6.357e+00,0.8138,0.6551, 47.35, 36.58, 3.273, 2.263,0.00643,0.005175,1.320e+00,0.9204,0.7271, 48.26, 37.34, 3.801, 2.733,0.005860,0.004612
1999,3.273e-05,6.377e+00,0.7938,0.6293, 47.38, 36.60, 3.348, 2.344,0.00596,0.004797,1.304e+00,0.8881,0.7038, 47.90, 37.11, 4.549, 3.212,0.005785,0.004753
2000,3.271e-05,6.347e+00,0.7561,0.6014, 47.33, 36.58, 3.503, 2.398,0.00590,0.004732,1.315e+00,0.8458,0.6918, 48.20, 37.20, 2.245, 1.721,0.006537,0.005642
2001,3.270e-05,6.377e+00,0.7827,0.6272, 47.38, 36.59, 3.328, 2.278,0.00659,0.005362,1.304e+00,0.8856,0.7075, 48.02, 37.13, 2.578, 1.920,0.006052,0.004978
2002,3.268e-05,6.373e+00,0.7709,0.6186, 47.36, 36.57, 3.304, 2.281,0.00713,0.005844,1.331e+00,0.8317,0.6870, 48.23, 37.30, 3.923, 2.805,0.007954,0.006461
2003,3.267e-05,6.416e+00,0.8111,0.6461, 47.37, 36.58, 3.376, 2.360,0.00801,0.006631,1.322e+00,1.0364,0.8921, 47.85, 37.06, 4.506, 3.186,0.009098,0.007436
2004,3.265e-05,6.411e+00,0.9245,0.7536, 47.31, 36.52, 3.475, 2.386,0.00836,0.006866,1.320e+00,0.8404,0.7068, 48.16, 37.19, 2.214, 1.702,0.007688,0.005907
2005,3.264e-05,6.376e+00,0.7828,0.6249, 47.33, 36.54, 3.205, 2.226,0.00757,0.006113,1.309e+00,1.0562,0.8199, 47.89, 37.00, 2.455, 1.847,0.008073,0.006309
2006,3.262e-05,6.358e+00,0.8599,0.6947, 47.27, 36.49, 3.208, 2.227,0.00745,0.005894,1.327e+00,1.0898,0.8466, 48.27, 37.37, 4.018, 2.869,0.006767,0.005269
2007,3.261e-05,6.360e+00,0.7950,0.6277, 47.33, 36.54, 3.388, 2.331,0.00640,0.005116,1.304e+00,0.8652,0.6924, 47.88, 37.08, 4.323, 3.073,0.006329,0.004941
2008,3.259e-05,6.344e+00,0.7521,0.5989, 47.30, 36.53, 3.435, 2.371,0.00614,0.004914,1.314e+00,0.8552,0.7432, 48.19, 37.20, 2.242, 1.714,0.006440,0.004923
2009,3.258e-05,6.357e+00,0.7961,0.6326, 47.34, 36.57, 3.311, 2.272,0.00605,0.004809,1.304e+00,0.8598,0.6959, 47.93, 37.04, 2.477, 1.861,0.007025,0.005227
2010,3.256e-05,6.346e+00,0.7534,0.6011, 47.26, 36.48, 3.232, 2.246,0.00671,0.005285,1.319e+00,0.8853,0.7026, 48.21, 37.29, 3.902, 2.798,0.006156,0.004953
2011,3.255e-05,6.331e+00,0.8082,0.6386, 47.28, 36.53, 3.339, 2.315,0.00626,0.005015,1.309e+00,1.0116,0.7928, 47.96, 37.16, 4.210, 2.996,0.006468,0.004913
2012,3.253e-05,6.355e+00,0.8386,0.6759, 47.24, 36.48, 3.382, 2.316,0.00660,0.005280,1.320e+00,0.9431,0.7445, 48.13, 37.14, 2.166, 1.679,0.008010,0.006565
2013,3.252e-05,6.352e+00,0.7601,0.6078, 47.27, 36.49, 3.119, 2.164,0.00663,0.005284,1.297e+00,0.8396,0.7100, 47.89, 37.01, 2.291, 1.741,0.006289,0.004857
2014,3.250e-05,6.327e+00,0.7867,0.6297, 47.28, 36.51, 3.079, 2.118,0.00617,0.004976,1.310e+00,0.8835,0.7019, 48.06, 37.16, 3.842, 2.758,0.005965,0.004675
2015,3.249e-05,6.352e+00,0.7742,0.6247, 47.28, 36.50, 3.259, 2.271,0.00671,0.005371,1.305e+00,0.9019,0.7162, 47.88, 37.07, 3.898, 2.803,0.006911,0.005436
2016,3.247e-05,6.359e+00,0.7552,0.6057, 47.22, 36.47, 3.315, 2.321,0.00807,0.006426,1.327e+00,0.8553,0.6905, 48.15, 37.16, 2.058, 1.608,0.008927,0.006911
2017,3.246e-05,6.399e+00,0.7581,0.6047, 47.28, 36.49, 3.037, 2.113,0.00861,0.006874,1.321e+00,0.8860,0.7051, 47.80, 36.94, 2.338, 1.768,0.010336,0.008574
2018,3.244e-05,6.443e+00,0.7862,0.6302, 47.25, 36.47, 3.127, 2.151,0.00944,0.007716,1.331e+00,1.2754,1.0300, 48.16, 37.25, 3.889, 2.793,0.008463,0.006476
2019,3.243e-05,6.444e+00,0.9284,0.7377, 47.25, 36.48, 3.298, 2.289,0.00986,0.007915,1.335e+00,0.8456,0.6846, 47.87, 37.06, 4.050, 2.901,0.010850,0.008721
2020,3.241e-05,6.502e+00,0.7980,0.6344, 47.19, 36.45, 3.364, 2.342,0.01118,0.008916,1.331e+00,0.8389,0.7153, 48.06, 37.13, 2.244, 1.715,0.009868,0.007708
2021,3.240e-05,6.530e+00,0.7755,0.6220, 47.28, 36.52, 3.088, 2.150,0.01181,0.009256,1.392e+00,0.8441,0.7063, 47.83, 36.98, 2.237, 1.713,0.016533,0.013344
2022,3.238e-05,6.643e+00,0.7594,0.6107, 47.27, 36.52, 3.178, 2.200,0.01330,0.010273,1.334e+00,0.9045,0.7190, 48.25, 37.42, 4.487, 3.174,0.007814,0.006636
2023,3.237e-05,6.582e+00,0.7752,0.6277, 47.43, 36.69, 3.620, 2.487,0.01172,0.009215,1.414e+00,1.0329,0.8068, 48.29, 37.44, 4.119, 2.955,0.015791,0.013816
2024,3.235e-05,6.708e+00,0.8955,0.7260, 47.57, 36.84, 3.813, 2.624,0.01269,0.010062,1.314e+00,0.8710,0.7653, 48.29, 37.43, 2.581, 1.921,0.005065,0.004112
2025,3.234e-05,6.616e+00,1.0559,0.8499, 47.81, 37.11, 3.678, 2.504,0.01052,0.007970,1.427e+00,1.0084,0.8685, 48.92, 38.05, 2.862, 2.098,0.014572,0.013126
2026,3.232e-05,6.809e+00,0.8784,0.7111, 48.30, 37.58, 3.815, 2.664,0.01076,0.008488,1.336e+00,1.1162,0.8716, 48.48, 37.78, 5.290, 3.685,0.005191,0.003990
2027,3.231e-05,6.837e+00,0.8998,0.7254, 48.66, 37.94, 4.413, 3.004,0.00952,0.007382,1.493e+00,1.1149,0.8760, 50.34, 39.42, 4.958, 3.498,0.012658,0.010845
2028,3.229e-05,7.254e+00,0.9112,0.7356, 49.92, 39.10, 4.225, 2.930,0.01130,0.009499,1.554e+00,0.8452,0.7349, 51.60, 40.53, 3.573, 2.577,0.012304,0.010079
2029,3.228e-05,7.240e+00,0.9988,0.8240, 50.04, 39.21, 4.050, 2.796,0.01036,0.008523,1.401e+00,0.9041,0.7921, 49.65, 38.73, 2.494, 1.861,0.007591,0.006210
2030,3.226e-05,7.035e+00,1.2058,1.0198, 49.42, 38.62, 3.922, 2.554,0.01014,0.008169,1.508e+00,1.5441,1.2947, 50.94, 39.86, 3.980, 2.879,0.011226,0.009284
2031,3.225e-05,6.990e+00,1.1279,0.9389, 49.24, 38.44, 3.856, 2.590,0.00883,0.007161,1.613e+00,1.4689,1.2008, 52.84, 41.65, 5.482, 3.850,0.009775,0.007848
2032,3.223e-05,6.760e+00,0.9158,0.7265, 48.75, 37.81, 3.380, 2.153,0.00639,0.004972,1.329e+00,1.3990,1.1776, 48.47, 37.41, 3.619, 2.639,0.005396,0.004383
2033,3.222e-05,7.787e+00,3.3628,2.7046, 52.34, 40.65, 3.389, 2.394,0.00608,0.004885,1.878e+00,11.0103,10.9619, 56.32, 43.55, 6.690, 4.581,0.006801,0.005647
2034,3.220e-05,7.945e+00,6.5893,5.8119, 52.23, 40.43, 4.095, 2.647,0.00792,0.006317,1.342e+00,1.0171,0.8875, 48.13, 37.17, 2.325, 1.736,0.010751,0.009195
2035,3.219e-05,7.642e+00,5.5124,4.5065, 51.18, 39.77, 4.207, 2.822,0.00971,0.008180,1.554e+00,6.4305,6.3787, 51.84, 40.23, 2.233, 1.702,0.008583,0.007589
2036,3.217e-05,7.266e+00,4.1301,3.6268, 50.62, 39.15, 2.046, 1.541,0.00739,0.006116,1.583e+00,2.8048,2.6580, 52.80, 40.86, 2.131, 1.635,0.007519,0.006206
2037,3.216e-05,7.019e+00,2.0170,1.7365, 49.83, 38.66, 3.722, 2.465,0.00710,0.005852,1.376e+00,0.9459,0.7299, 49.19, 38.15, 4.831, 3.401,0.006032,0.005040
2038,3.214e-05,6.708e+00,1.6040,1.3807, 48.54, 37.56, 3.741, 2.544,0.00585,0.004711,1.334e+00,1.4933,1.2594, 48.58, 37.54, 3.342, 2.443,0.005413,0.004612
2039,3.213e-05,6.500e+00,1.2246,1.0122, 48.02, 37.00, 3.019, 2.062,0.00536,0.004307,1.315e+00,0.9141,0.7987, 48.36, 37.44, 2.328, 1.766,0.004737,0.003936
2040,3.211e-05,6.354e+00,0.8461,0.6772, 47.48, 36.69, 3.051, 2.142,0.00489,0.003942,1.300e+00,0.9088,0.8000, 47.99, 37.09, 2.826, 2.088,0.005430,0.004561
2041,3.210e-05,6.338e+00,0.8997,0.7375, 47.40, 36.57, 3.021, 2.068,0.00503,0.003974,1.319e+00,0.8640,0.6916, 48.29, 37.32, 3.843, 2.758,0.005250,0.004221
2042,3.208e-05,6.326e+00,0.8287,0.6671, 47.34, 36.47, 3.162, 2.222,0.00513,0.004053,1.297e+00,0.9401,0.7382, 47.87, 37.07, 4.373, 3.097,0.004904,0.003797
2043,3.207e-05,6.284e+00,0.7644,0.6151, 47.18, 36.39, 3.293, 2.257,0.00508,0.003979,1.304e+00,0.8961,0.7166, 48.14, 37.09, 1.957, 1.552,0.005114,0.003877
2044,3.205e-05,6.316e+00,0.7580,0.6009, 47.29, 36.45, 2.893, 1.997,0.00537,0.004230,1.282e+00,0.8301,0.6915, 47.71, 36.77, 1.861, 1.479,0.005483,0.004226
2045,3.204e-05,6.248e+00,0.7769,0.6224, 47.08, 36.30, 3.063, 2.107,0.00508,0.004017,1.310e+00,1.0094,0.7897, 48.11, 37.21, 4.013, 2.865,0.005138,0.004028
2046,3.202e-05,6.287e+00,0.8205,0.6631, 47.16, 36.36, 3.172, 2.197,0.00489,0.003917,1.289e+00,0.8334,0.6982, 47.82, 36.93, 3.362, 2.443,0.004773,0.003822
2047,3.200e-05,6.239e+00,0.7938,0.6304, 47.07, 36.32, 3.156, 2.218,0.00466,0.003703,1.293e+00,0.8706,0.6938, 47.96, 37.01, 2.115, 1.639,0.004765,0.003833
2048,3.199e-05,6.253e+00,0.7918,0.6402, 47.08, 36.29, 2.956, 2.060,0.00467,0.003691,1.280e+00,0.9507,0.7487, 47.72, 36.80, 2.111, 1.651,0.004551,0.003594
2049,3.197e-05,6.233e+00,0.7740,0.6240, 47.08, 36.30, 2.859, 2.008,0.00458,0.003615,1.291e+00,0.8293,0.6962, 47.81, 36.96, 3.976, 2.845,0.004641,0.003632
2050,3.196e-05,6.228e+00,0.7751,0.6240, 46.99, 36.22, 3.150, 2.216,0.00474,0.003764,1.278e+00,0.8872,0.7024, 47.57, 36.77, 3.546, 2.570,0.004896,0.003894
2051,3.194e-05,6.229e+00,0.7815,0.6279, 47.04, 36.26, 3.094, 2.178,0.00466,0.003683,1.297e+00,0.9481,0.7489, 48.02, 37.04, 2.120, 1.655,0.004714,0.003843
2052,3.193e-05,6.234e+00,0.7693,0.6198, 47.05, 36.26, 2.900, 2.032,0.00467,0.003698,1.278e+00,0.8454,0.6855, 47.70, 36.78, 2.003, 1.571,0.004490,0.003613
2053,3.191e-05,6.219e+00,0.7652,0.6139, 47.04, 36.26, 2.885, 2.004,0.00468,0.003707,1.295e+00,0.8571,0.6862, 47.90, 37.04, 3.946, 2.833,0.004535,0.003580
2054,3.190e-05,6.237e+00,0.7597,0.6067, 47.04, 36.27, 3.123, 2.164,0.00442,0.003529,1.283e+00,0.9502,0.7471, 47.69, 36.86, 3.696, 2.667,0.004571,0.003599
2055,3.188e-05,6.231e+00,0.7646,0.6101, 47.02, 36.25, 3.056, 2.140,0.00448,0.003551,1.284e+00,0.8799,0.6999, 47.79, 36.87, 2.170, 1.674,0.004567,0.003561
2056,3.187e-05,6.204e+00,0.7565,0.6045, 46.96, 36.20, 2.955, 2.047,0.00447,0.003570,1.269e+00,0.8884,0.7066, 47.51, 36.63, 2.046, 1.594,0.004784,0.003740
2057,3.185e-05,6.204e+00,0.7524,0.6012, 46.96, 36.21, 2.854, 1.982,0.00459,0.003655,1.302e+00,0.8583,0.6844, 48.00, 37.12, 4.045, 2.890,0.004894,0.003865
2058,3.184e-05,6.219e+00,0.7579,0.6059, 47.01, 36.27, 3.222, 2.220,0.00455,0.003585,1.286e+00,0.9833,0.7740, 47.72, 36.91, 3.720, 2.687,0.004901,0.003898
2059,3.182e-05,6.231e+00,0.8064,0.6478, 47.01, 36.25, 3.218, 2.236,0.00455,0.003612,1.281e+00,0.8527,0.6892, 47.77, 36.82, 1.940, 1.527,0.004402,0.003548
2060,3.181e-05,6.249e+00,0.7854,0.6300, 47.04, 36.29, 2.921, 2.025,0.00455,0.003602,1.268e+00,0.8330,0.6961, 47.49, 36.62, 1.931, 1.524,0.004784,0.003660
2061,3.179e-05,6.204e+00,0.7681,0.6195, 46.96, 36.23, 2.926, 2.016,0.00454,0.003609,1.299e+00,0.9676,0.7614, 47.96, 37.11, 4.089, 2.916,0.004434,0.003464
2062,3.178e-05,6.219e+00,0.7703,0.6178, 46.98, 36.22, 3.221, 2.220,0.00443,0.003510,1.284e+00,0.8391,0.6833, 47.69, 36.87, 3.849, 2.766,0.004470,0.003459
2063,3.176e-05,6.202e+00,0.7528,0.6032, 46.98, 36.20, 3.112, 2.165,0.00445,0.003503,1.279e+00,0.8562,0.6871, 47.70, 36.79, 2.170, 1.682,0.004744,0.003669
2064,3.175e-05,6.220e+00,0.7581,0.6082, 46.97, 36.19, 2.956, 2.051,0.00491,0.003903,1.264e+00,0.8280,0.7025, 47.41, 36.57, 1.879, 1.483,0.004774,0.003822
2065,3.173e-05,6.196e+00,0.7700,0.6121, 46.91, 36.17, 2.920, 2.012,0.00484,0.003849,1.302e+00,0.8984,0.7104, 48.02, 37.15, 4.020, 2.869,0.004399,0.003539
2066,3.172e-05,6.227e+00,0.7552,0.6043, 46.95, 36.22, 3.240, 2.228,0.00462,0.003659,1.287e+00,0.8303,0.6856, 47.74, 36.90, 3.814, 2.744,0.004833,0.003875
2067,3.170e-05,6.220e+00,0.7687,0.6046, 46.93, 36.19, 3.125, 2.163,0.00497,0.003973,1.278e+00,0.8309,0.6921, 47.64, 36.74, 2.072, 1.618,0.005064,0.004054
2068,3.169e-05,6.205e+00,0.7818,0.6259, 46.92, 36.17, 3.059, 2.084,0.00483,0.003850,1.262e+00,0.9575,0.7513, 47.39, 36.53, 1.887, 1.492,0.004706,0.003927
2069,3.167e-05,6.196e+00,0.7766,0.6225, 46.88, 36.15, 2.878, 1.989,0.00472,0.003756,1.304e+00,0.8346,0.6868, 48.02, 37.15, 4.177, 2.980,0.004795,0.003740
2070,3.166e-05,6.239e+00,0.7701,0.6181, 46.99, 36.23, 3.287, 2.241,0.00480,0.003853,1.291e+00,0.8974,0.7114, 47.75, 36.91, 3.833, 2.750,0.005415,0.004296
2071,3.164e-05,6.224e+00,0.7605,0.6047, 46.95, 36.22, 3.163, 2.186,0.00483,0.003847,1.275e+00,0.8292,0.7068, 47.59, 36.70, 2.001, 1.569,0.005173,0.004099
2072,3.163e-05,6.196e+00,0.7785,0.6199, 46.91, 36.17, 2.850, 1.979,0.00471,0.003753,1.260e+00,0.9732,0.7607, 47.35, 36.51, 1.903, 1.500,0.004757,0.003686
2073,3.161e-05,6.185e+00,0.8006,0.6477, 46.88, 36.15, 2.930, 2.010,0.00457,0.003611,1.301e+00,0.8843,0.6998, 48.01, 37.14, 3.874, 2.773,0.004547,0.003593
2074,3.160e-05,6.220e+00,0.7848,0.6236, 46.96, 36.22, 3.052, 2.089,0.00468,0.003715,1.285e+00,0.8289,0.6809, 47.68, 36.85, 3.992, 2.852,0.004979,0.003999
2075,3.158e-05,6.189e+00,0.7619,0.6157, 46.90, 36.15, 3.075, 2.121,0.00464,0.003686,1.273e+00,0.9307,0.7336, 47.60, 36.71, 2.186, 1.686,0.004465,0.003562
2076,3.157e-05,6.169e+00,0.7832,0.6303, 46.87, 36.12, 2.967, 2.042,0.00445,0.003550,1.259e+00,0.9420,0.7405, 47.35, 36.50, 1.838, 1.456,0.004495,0.003465
2077,3.155e-05,6.181e+00,0.7831,0.6251, 46.89, 36.13, 2.952, 2.028,0.00452,0.003628,1.304e+00,0.9159,0.7232, 48.04, 37.17, 4.038, 2.878,0.004595,0.003516
2078,3.154e-05,6.208e+00,0.7566,0.5994, 46.91, 36.16, 3.181, 2.186,0.00444,0.003550,1.286e+00,0.8755,0.6943, 47.72, 36.90, 3.966, 2.843,0.004726,0.003611
2079,3.152e-05,6.204e+00,0.7513,0.5987, 46.90, 36.16, 3.191, 2.192,0.00454,0.003645,1.268e+00,0.8378,0.7017, 47.51, 36.63, 2.014, 1.580,0.004496,0.003538
2080,3.151e-05,6.181e+00,0.7614,0.6109, 46.84, 36.12, 2.928, 2.019,0.00463,0.003635,1.256e+00,0.8757,0.7003, 47.26, 36.45, 1.877, 1.483,0.004705,0.003962
2081,3.149e-05,6.180e+00,0.7659,0.6159, 46.86, 36.13, 2.949, 2.012,0.00462,0.003647,1.302e+00,0.8742,0.6924, 48.02, 37.15, 3.854, 2.770,0.004763,0.003933
2082,3.148e-05,6.210e+00,0.7613,0.6065, 46.93, 36.21, 3.098, 2.140,0.00455,0.003629,1.284e+00,0.8331,0.7109, 47.66, 36.85, 4.111, 2.934,0.004617,0.003743
2083,3.146e-05,6.177e+00,0.8177,0.6617, 46.87, 36.13, 3.081, 2.100,0.00454,0.003651,1.268e+00,0.9010,0.7108, 47.51, 36.64, 2.060, 1.605,0.004420,0.003439
2084,3.145e-05,6.190e+00,0.7759,0.6217, 46.88, 36.12, 2.983, 2.049,0.00457,0.003661,1.255e+00,0.8688,0.6945, 47.21, 36.40, 1.882, 1.484,0.005363,0.004309
2085,3.143e-05,6.171e+00,0.7990,0.6387, 46.83, 36.10, 2.921, 2.016,0.00487,0.003829,1.305e+00,0.8229,0.6929, 48.01, 37.14, 4.084, 2.910,0.005317,0.004154
2086,3.141e-05,6.242e+00,0.7762,0.6191, 46.96, 36.20, 3.181, 2.164,0.00501,0.004038,1.287e+00,1.0164,0.7926, 47.74, 36.91, 3.737, 2.687,0.004882,0.003792
2087,3.140e-05,6.176e+00,0.7785,0.6244, 46.84, 36.12, 3.194, 2.204,0.00482,0.003824,1.272e+00,0.8385,0.6946, 47.56, 36.67, 1.959, 1.545,0.004928,0.003753
2088,3.138e-05,6.169e+00,0.7696,0.6194, 46.83, 36.10, 2.842, 1.966,0.00484,0.003869,1.257e+00,0.8433,0.6914, 47.28, 36.45, 1.893, 1.498,0.004731,0.003630
2089,3.137e-05,6.154e+00,0.7529,0.6032, 46.82, 36.07, 2.917, 2.009,0.00450,0.003600,1.299e+00,0.9775,0.7656, 47.96, 37.11, 4.036, 2.886,0.004618,0.003614
2090,3.135e-05,6.195e+00,0.7885,0.6315, 46.89, 36.15, 3.151, 2.165,0.00466,0.003698,1.284e+00,0.9149,0.7256, 47.66, 36.85, 3.776, 2.721,0.005024,0.003917
2091,3.134e-05,6.186e+00,0.7585,0.6024, 46.87, 36.14, 3.165, 2.199,0.00449,0.003545,1.270e+00,0.8348,0.6904, 47.56, 36.66, 1.894, 1.501,0.004547,0.003636
2092,3.132e-05,6.184e+00,0.7645,0.6102, 46.85, 36.13, 2.882, 1.990,0.00444,0.003533,1.254e+00,0.8792,0.6983, 47.25, 36.43, 1.984, 1.559,0.004450,0.003469
2093,3.131e-05,6.146e+00,0.7768,0.6224, 46.75, 36.03, 2.972, 2.030,0.00435,0.003460,1.296e+00,1.0067,0.7880, 47.91, 37.06, 3.988, 2.847,0.004480,0.003530
2094,3.129e-05,6.184e+00,0.7829,0.6300, 46.84, 36.10, 3.135, 2.174,0.00433,0.003411,1.282e+00,0.8270,0.6809, 47.65, 36.84, 3.840, 2.760,0.004629,0.003595
