Epoch,learning rate,training loss,training energy/scan RMSE (per atom),training energy/scan MAE (per atom),training forces[energy/scan] RMSE,training forces[energy/scan] MAE,training virial[energy/scan] RMSE (per atom),training virial[energy/scan] MAE (per atom),training mtt::dipole RMSE (per atom),training mtt::dipole MAE (per atom),validation loss,validation energy/scan RMSE (per atom),validation energy/scan MAE (per atom),validation forces[energy/scan] RMSE,validation forces[energy/scan] MAE,validation virial[energy/scan] RMSE (per atom),validation virial[energy/scan] MAE (per atom),validation mtt::dipole RMSE (per atom),validation mtt::dipole MAE (per atom)
,,,meV,meV,meV/A,meV/A,meV,meV,,,,meV,meV,meV/A,meV/A,meV,meV,,
 589,4.830e-05,1.203e+01,1.1760,0.9669, 65.02, 50.47, 5.027, 3.411,0.00987,0.007867,2.344e+00,0.9764,0.8008, 64.25, 49.80, 3.649, 2.711,0.009478,0.007710
 590,4.830e-05,1.195e+01,1.0120,0.8138, 64.83, 50.30, 4.980, 3.361,0.00991,0.007910,2.555e+00,1.3728,1.0907, 66.91, 52.02, 6.325, 4.382,0.009554,0.007759
 591,4.829e-05,1.214e+01,1.0452,0.8518, 65.20, 50.58, 5.195, 3.534,0.00996,0.007979,2.489e+00,1.1087,0.8569, 66.08, 51.31, 5.852, 4.095,0.009506,0.007732
 592,4.828e-05,1.211e+01,1.2453,1.0368, 65.03, 50.44, 5.238, 3.561,0.01012,0.008038,2.392e+00,0.9679,0.8042, 64.87, 50.35, 4.104, 2.997,0.009664,0.007928
 593,4.828e-05,1.199e+01,0.9978,0.8050, 64.84, 50.32, 5.152, 3.493,0.01014,0.008028,2.348e+00,1.0144,0.8649, 64.29, 49.83, 3.597, 2.660,0.009540,0.007727
 594,4.827e-05,1.190e+01,1.1053,0.8976, 64.66, 50.12, 4.886, 3.341,0.01020,0.008048,2.546e+00,1.3532,1.0771, 66.71, 51.87, 6.351, 4.405,0.010253,0.008304
 595,4.827e-05,1.208e+01,1.1066,0.8962, 65.00, 50.44, 5.229, 3.540,0.01011,0.008145,2.466e+00,1.1796,0.9120, 65.70, 51.04, 6.059, 4.221,0.009887,0.008074
 596,4.826e-05,1.198e+01,0.9993,0.8000, 64.74, 50.25, 5.210, 3.552,0.01015,0.008047,2.400e+00,1.1928,1.0266, 65.00, 50.39, 3.965, 2.901,0.009442,0.007633
 597,4.826e-05,1.192e+01,1.1012,0.8994, 64.69, 50.18, 4.883, 3.337,0.01015,0.008108,2.358e+00,1.0641,0.8427, 64.29, 49.83, 3.663, 2.724,0.010790,0.008636
 598,4.825e-05,1.188e+01,1.1358,0.9308, 64.54, 50.09, 4.907, 3.365,0.01051,0.008424,2.504e+00,1.1221,0.8667, 66.20, 51.50, 6.216, 4.325,0.009841,0.007933
 599,4.824e-05,1.197e+01,0.9317,0.7367, 64.65, 50.17, 5.152, 3.551,0.01043,0.008194,2.443e+00,1.3345,1.0583, 65.45, 50.82, 5.976, 4.160,0.009372,0.007587
 600,4.824e-05,1.195e+01,1.0807,0.8807, 64.72, 50.18, 5.160, 3.501,0.01012,0.008113,2.387e+00,1.1035,0.9465, 64.83, 50.30, 4.091, 2.992,0.009314,0.007612
 601,4.823e-05,1.191e+01,1.1080,0.9073, 64.64, 50.14, 5.005, 3.431,0.00994,0.008005,2.329e+00,0.9776,0.8310, 64.06, 49.66, 3.556, 2.641,0.009244,0.007557
 602,4.823e-05,1.179e+01,0.9522,0.7718, 64.42, 49.94, 5.008, 3.389,0.01016,0.008101,2.522e+00,1.5777,1.2884, 66.48, 51.72, 6.407, 4.426,0.009326,0.007605
 603,4.822e-05,1.198e+01,1.1521,0.9272, 64.67, 50.17, 5.383, 3.652,0.01002,0.007987,2.453e+00,1.0875,0.8493, 65.56, 50.97, 6.153, 4.277,0.009526,0.007744
 604,4.822e-05,1.190e+01,1.0812,0.8789, 64.57, 50.11, 5.201, 3.532,0.01029,0.008221,2.373e+00,0.9746,0.7962, 64.56, 50.07, 3.857, 2.847,0.010056,0.008174
 605,4.821e-05,1.181e+01,0.9531,0.7741, 64.33, 49.93, 5.039, 3.427,0.01065,0.008437,2.319e+00,0.9886,0.8399, 63.86, 49.47, 3.581, 2.660,0.009709,0.007975
 606,4.820e-05,1.178e+01,1.0124,0.8033, 64.32, 49.88, 4.962, 3.387,0.01013,0.008077,2.497e+00,1.3407,1.0631, 66.14, 51.44, 6.451, 4.454,0.009376,0.007604
 607,4.820e-05,1.193e+01,1.0378,0.8362, 64.53, 50.07, 5.224, 3.544,0.01009,0.008032,2.421e+00,1.1765,0.9093, 65.12, 50.59, 6.011, 4.183,0.009606,0.007841
 608,4.819e-05,1.182e+01,1.0697,0.8775, 64.34, 49.93, 5.194, 3.534,0.01015,0.008107,2.398e+00,1.0054,0.8567, 64.87, 50.32, 3.770, 2.782,0.010419,0.008459
 609,4.819e-05,1.185e+01,1.0952,0.8939, 64.30, 49.87, 4.877, 3.319,0.01066,0.008476,2.352e+00,1.0094,0.8608, 64.15, 49.72, 3.784, 2.780,0.011113,0.008862
 610,4.818e-05,1.175e+01,1.0426,0.8639, 64.14, 49.75, 4.761, 3.306,0.01097,0.008752,2.457e+00,1.3858,1.1086, 65.64, 51.02, 6.155, 4.276,0.009177,0.007527
 611,4.817e-05,1.185e+01,1.0731,0.8661, 64.35, 49.91, 5.191, 3.556,0.01044,0.008270,2.396e+00,1.5012,1.2125, 64.76, 50.28, 5.555, 3.910,0.010064,0.008184
 612,4.817e-05,1.179e+01,1.0394,0.8377, 64.24, 49.82, 5.071, 3.493,0.01023,0.008101,2.386e+00,1.1419,0.9799, 64.74, 50.23, 4.213, 3.060,0.009970,0.008063
 613,4.816e-05,1.182e+01,1.1303,0.9306, 64.32, 49.91, 5.058, 3.487,0.01008,0.008012,2.321e+00,0.9671,0.8127, 63.92, 49.57, 3.813, 2.788,0.009494,0.007676
 614,4.816e-05,1.169e+01,1.0957,0.8929, 64.06, 49.73, 5.016, 3.430,0.01001,0.007954,2.460e+00,1.0826,0.8423, 65.61, 50.99, 6.121, 4.254,0.010009,0.008228
 615,4.815e-05,1.183e+01,0.9791,0.7995, 64.32, 49.89, 5.266, 3.608,0.01030,0.008296,2.393e+00,1.5278,1.2400, 64.80, 50.30, 5.645, 3.952,0.009310,0.007720
 616,4.814e-05,1.173e+01,1.0409,0.8470, 64.10, 49.73, 5.092, 3.500,0.00978,0.007821,2.370e+00,1.0886,0.9367, 64.59, 50.10, 3.932, 2.882,0.009376,0.007730
 617,4.814e-05,1.171e+01,1.0863,0.8773, 64.05, 49.69, 4.992, 3.410,0.01007,0.008031,2.314e+00,0.9763,0.7985, 63.85, 49.48, 3.598, 2.664,0.009179,0.007518
 618,4.813e-05,1.165e+01,1.0849,0.8851, 63.99, 49.63, 4.740, 3.274,0.00972,0.007715,2.446e+00,1.0136,0.8094, 65.46, 50.89, 6.381, 4.410,0.009364,0.007554
 619,4.813e-05,1.175e+01,1.0143,0.8007, 64.14, 49.80, 5.272, 3.596,0.00993,0.008001,2.393e+00,1.5928,1.3078, 64.69, 50.26, 5.905, 4.116,0.009958,0.008040
 620,4.812e-05,1.166e+01,1.1113,0.9054, 63.91, 49.56, 5.062, 3.487,0.01034,0.008244,2.368e+00,1.0728,0.9204, 64.44, 49.98, 4.032, 2.949,0.010402,0.008412
 621,4.811e-05,1.166e+01,1.0796,0.8902, 63.87, 49.55, 4.920, 3.391,0.01038,0.008226,2.322e+00,1.1907,1.0219, 63.81, 49.46, 3.588, 2.653,0.010513,0.008469
 622,4.811e-05,1.164e+01,1.1046,0.9093, 63.83, 49.54, 4.897, 3.364,0.01052,0.008352,2.435e+00,1.5413,1.2510, 65.31, 50.75, 6.071, 4.215,0.009465,0.007622
 623,4.810e-05,1.174e+01,1.2088,0.9681, 64.04, 49.64, 5.106, 3.501,0.01040,0.008314,2.383e+00,0.9971,0.8054, 64.53, 50.07, 5.534, 3.881,0.010542,0.008641
 624,4.810e-05,1.165e+01,1.2320,0.9971, 63.83, 49.51, 4.944, 3.395,0.01047,0.008386,2.356e+00,0.9713,0.7982, 64.32, 49.93, 4.371, 3.159,0.009882,0.008046
 625,4.809e-05,1.164e+01,0.9817,0.7860, 63.77, 49.46, 5.026, 3.477,0.01107,0.008811,2.325e+00,1.0837,0.9256, 63.68, 49.38, 3.586, 2.646,0.011813,0.009475
 626,4.808e-05,1.158e+01,1.0380,0.8413, 63.68, 49.39, 4.781, 3.294,0.01067,0.008578,2.410e+00,1.3970,1.1177, 64.98, 50.48, 5.856, 4.082,0.009626,0.007808
 627,4.808e-05,1.164e+01,1.0782,0.8682, 63.80, 49.53, 4.954, 3.431,0.01013,0.008119,2.342e+00,1.0885,0.8440, 64.07, 49.73, 5.654, 3.955,0.009362,0.007523
 628,4.807e-05,1.156e+01,1.0938,0.8840, 63.59, 49.35, 5.145, 3.543,0.01004,0.008057,2.364e+00,1.0012,0.8074, 64.45, 50.01, 4.372, 3.165,0.009770,0.007820
 629,4.807e-05,1.159e+01,1.0418,0.8316, 63.72, 49.44, 4.909, 3.409,0.01015,0.008079,2.307e+00,1.1448,0.9853, 63.68, 49.36, 3.766, 2.764,0.009743,0.007884
 630,4.806e-05,1.156e+01,0.9805,0.7879, 63.55, 49.30, 4.941, 3.405,0.01064,0.008541,2.419e+00,1.2424,0.9637, 64.96, 50.47, 6.013, 4.177,0.010689,0.008562
 631,4.805e-05,1.163e+01,0.9817,0.7651, 63.66, 49.41, 5.160, 3.567,0.01113,0.008922,2.376e+00,1.2810,1.0068, 64.23, 49.88, 5.890, 4.092,0.011764,0.009482
 632,4.805e-05,1.158e+01,1.0232,0.8353, 63.50, 49.28, 5.161, 3.524,0.01146,0.009132,2.337e+00,0.9640,0.8095, 64.12, 49.74, 4.178, 3.030,0.009415,0.007541
 633,4.804e-05,1.155e+01,0.9473,0.7741, 63.55, 49.26, 5.021, 3.429,0.01073,0.008509,2.294e+00,0.9671,0.8045, 63.41, 49.15, 3.652, 2.696,0.010608,0.008670
 634,4.804e-05,1.151e+01,0.9495,0.7732, 63.48, 49.27, 5.039, 3.453,0.01064,0.008471,2.394e+00,1.3166,1.0349, 64.74, 50.31, 5.923, 4.125,0.009631,0.007954
 635,4.803e-05,1.158e+01,1.0279,0.8244, 63.59, 49.35, 5.141, 3.545,0.01059,0.008539,2.324e+00,1.0928,0.8526, 63.82, 49.55, 5.778, 4.036,0.009419,0.007711
 636,4.802e-05,1.145e+01,1.1427,0.9248, 63.35, 49.16, 4.962, 3.434,0.01008,0.007960,2.357e+00,0.9730,0.8133, 64.23, 49.83, 4.045, 2.951,0.010873,0.008684
 637,4.802e-05,1.153e+01,0.9937,0.8010, 63.52, 49.26, 4.812, 3.337,0.01061,0.008409,2.307e+00,1.1015,0.9476, 63.54, 49.26, 3.780, 2.771,0.010967,0.008736
 638,4.801e-05,1.151e+01,1.0613,0.8624, 63.38, 49.15, 4.843, 3.323,0.01127,0.009036,2.388e+00,1.4285,1.1473, 64.48, 50.06, 5.925, 4.127,0.011088,0.009088
 639,4.801e-05,1.159e+01,1.2193,1.0018, 63.41, 49.19, 4.966, 3.407,0.01211,0.009705,2.355e+00,1.9551,1.7093, 63.73, 49.41, 5.228, 3.694,0.013473,0.011025
 640,4.800e-05,1.151e+01,1.2065,0.9742, 63.32, 49.12, 4.877, 3.359,0.01203,0.009508,2.341e+00,1.1146,0.9584, 64.16, 49.78, 4.134, 3.014,0.009535,0.007653
 641,4.799e-05,1.151e+01,1.0982,0.9080, 63.30, 49.08, 4.644, 3.256,0.01154,0.009008,2.315e+00,1.0368,0.8887, 63.43, 49.16, 3.726, 2.732,0.012573,0.010335
 642,4.799e-05,1.143e+01,0.9999,0.8124, 63.18, 49.04, 4.723, 3.281,0.01157,0.009143,2.381e+00,1.4206,1.1377, 64.35, 50.01, 6.126, 4.243,0.011228,0.009159
 643,4.798e-05,1.151e+01,1.0947,0.8948, 63.28, 49.10, 5.144, 3.554,0.01129,0.009076,2.316e+00,1.3588,1.0801, 63.61, 49.37, 5.325, 3.751,0.010416,0.008498
 644,4.797e-05,1.143e+01,1.1050,0.8996, 63.18, 49.05, 5.025, 3.511,0.01074,0.008600,2.345e+00,0.9688,0.8011, 64.05, 49.70, 4.180, 3.041,0.010957,0.008924
 645,4.797e-05,1.146e+01,0.9235,0.7471, 63.25, 49.08, 4.839, 3.335,0.01085,0.008695,2.275e+00,0.9917,0.8454, 63.30, 49.06, 3.762, 2.757,0.009186,0.007432
 646,4.796e-05,1.136e+01,0.9191,0.7321, 63.10, 48.97, 4.865, 3.366,0.01009,0.008032,2.356e+00,1.0958,0.8527, 64.21, 49.89, 5.989, 4.153,0.009726,0.007823
 647,4.796e-05,1.143e+01,0.9251,0.7411, 63.23, 49.09, 5.134, 3.532,0.01043,0.008360,2.309e+00,1.1494,0.8873, 63.39, 49.20, 5.564, 3.900,0.011293,0.009027
 648,4.795e-05,1.137e+01,0.9899,0.7933, 63.08, 48.96, 4.990, 3.431,0.01069,0.008539,2.330e+00,1.0391,0.8924, 64.01, 49.68, 4.194, 3.047,0.009516,0.007638
 649,4.794e-05,1.137e+01,1.0425,0.8338, 63.10, 48.98, 4.844, 3.368,0.00993,0.007843,2.274e+00,1.1556,0.9985, 63.23, 49.04, 3.873, 2.829,0.009602,0.007725
 650,4.794e-05,1.129e+01,0.9720,0.7790, 62.98, 48.84, 4.693, 3.251,0.00956,0.007646,2.350e+00,1.5857,1.2979, 64.19, 49.85, 5.948, 4.143,0.009023,0.007381
 651,4.793e-05,1.134e+01,1.0841,0.8744, 63.05, 48.92, 4.995, 3.440,0.00950,0.007651,2.297e+00,1.1742,0.9045, 63.50, 49.27, 5.389, 3.788,0.009108,0.007387
 652,4.793e-05,1.129e+01,1.0226,0.8451, 62.92, 48.82, 5.015, 3.471,0.00956,0.007626,2.303e+00,1.0444,0.8956, 63.68, 49.41, 3.993, 2.902,0.009154,0.007354
 653,4.792e-05,1.130e+01,1.2383,1.0236, 62.97, 48.85, 4.773, 3.295,0.00966,0.007706,2.250e+00,1.0342,0.8871, 62.89, 48.72, 3.539, 2.617,0.009769,0.007808
 654,4.791e-05,1.124e+01,0.9773,0.7957, 62.88, 48.76, 4.751, 3.285,0.00979,0.007872,2.357e+00,1.4144,1.1271, 64.28, 49.96, 6.101, 4.229,0.009072,0.007373
 655,4.791e-05,1.137e+01,1.0695,0.8672, 63.03, 48.91, 5.057, 3.455,0.00986,0.007831,2.291e+00,1.1496,0.8862, 63.37, 49.20, 5.834, 4.066,0.009108,0.007374
 656,4.790e-05,1.129e+01,1.1307,0.9221, 62.92, 48.80, 4.934, 3.400,0.00971,0.007722,2.284e+00,0.9550,0.7910, 63.42, 49.20, 4.011, 2.929,0.009157,0.007351
 657,4.789e-05,1.126e+01,0.9655,0.7753, 62.85, 48.76, 4.813, 3.318,0.00978,0.007812,2.244e+00,1.2429,1.0690, 62.71, 48.57, 3.367, 2.491,0.010633,0.008443
 658,4.789e-05,1.118e+01,1.0944,0.8961, 62.67, 48.62, 4.718, 3.245,0.01027,0.008173,2.379e+00,1.2207,0.9477, 64.31, 49.98, 6.231, 4.301,0.011326,0.009033
 659,4.788e-05,1.134e+01,1.0460,0.8549, 62.96, 48.83, 5.106, 3.485,0.01037,0.008200,2.297e+00,1.4124,1.1302, 63.49, 49.30, 5.639, 3.940,0.008988,0.007355
 660,4.787e-05,1.129e+01,0.9803,0.7872, 62.83, 48.71, 5.089, 3.518,0.01039,0.008195,2.280e+00,1.0299,0.8853, 63.27, 49.08, 3.848, 2.826,0.010040,0.008353
 661,4.787e-05,1.125e+01,0.9451,0.7674, 62.74, 48.69, 4.918, 3.346,0.01059,0.008433,2.227e+00,1.0245,0.8193, 62.54, 48.44, 3.609, 2.659,0.009880,0.008180
 662,4.786e-05,1.122e+01,0.9767,0.7633, 62.67, 48.60, 4.744, 3.280,0.01078,0.008477,2.354e+00,1.0550,0.8234, 64.10, 49.83, 6.275, 4.332,0.010125,0.008114
 663,4.786e-05,1.136e+01,0.9624,0.7773, 62.80, 48.76, 5.229, 3.572,0.01148,0.009171,2.317e+00,1.1148,0.8626, 63.25, 49.16, 5.863, 4.083,0.012837,0.010187
 664,4.785e-05,1.129e+01,1.0347,0.8406, 62.68, 48.66, 5.092, 3.497,0.01171,0.009351,2.287e+00,0.9895,0.8407, 63.35, 49.11, 3.729, 2.724,0.010184,0.008188
 665,4.784e-05,1.127e+01,0.9856,0.8120, 62.64, 48.57, 4.603, 3.187,0.01157,0.009133,2.272e+00,1.0730,0.9246, 62.78, 48.62, 3.582, 2.647,0.012902,0.010716
 666,4.784e-05,1.125e+01,0.9764,0.7802, 62.57, 48.53, 4.894, 3.369,0.01154,0.009101,2.307e+00,1.6165,1.3318, 63.56, 49.38, 5.978, 4.154,0.009288,0.007481
 667,4.783e-05,1.122e+01,1.1008,0.8983, 62.63, 48.60, 5.117, 3.542,0.01043,0.008247,2.258e+00,0.9452,0.7802, 62.75, 48.70, 5.523, 3.867,0.010702,0.008495
 668,4.782e-05,1.114e+01,1.1001,0.9063, 62.45, 48.44, 4.920, 3.405,0.00995,0.007932,2.309e+00,0.9913,0.8004, 63.73, 49.43, 4.130, 2.999,0.009384,0.007601
 669,4.782e-05,1.121e+01,0.9952,0.8032, 62.64, 48.56, 4.774, 3.314,0.01009,0.008051,2.248e+00,1.0437,0.8970, 62.84, 48.71, 3.642, 2.681,0.009915,0.008059
 670,4.781e-05,1.112e+01,1.0410,0.8559, 62.42, 48.42, 4.746, 3.297,0.01011,0.008070,2.294e+00,1.3451,1.0659, 63.42, 49.26, 5.845, 4.066,0.009009,0.007300
 671,4.780e-05,1.114e+01,1.0253,0.8283, 62.42, 48.46, 5.084, 3.513,0.01004,0.008028,2.250e+00,1.1006,0.8502, 62.68, 48.66, 5.742, 4.007,0.010105,0.008185
 672,4.780e-05,1.108e+01,0.9806,0.7946, 62.33, 48.35, 4.930, 3.400,0.00999,0.008051,2.284e+00,1.0043,0.8610, 63.35, 49.13, 4.169, 3.021,0.009589,0.007657
 673,4.779e-05,1.117e+01,1.1850,0.9671, 62.48, 48.45, 4.770, 3.304,0.01014,0.008195,2.228e+00,1.0366,0.8896, 62.59, 48.52, 3.529, 2.598,0.009676,0.007904
 674,4.779e-05,1.106e+01,1.0050,0.8071, 62.30, 48.32, 4.856, 3.312,0.01027,0.008190,2.311e+00,1.5653,1.2753, 63.61, 49.39, 5.616, 3.934,0.009626,0.007852
 675,4.778e-05,1.112e+01,1.0924,0.8766, 62.36, 48.39, 4.816, 3.352,0.00987,0.007824,2.244e+00,0.9535,0.7811, 62.70, 48.64, 5.832, 4.060,0.009082,0.007327
 676,4.777e-05,1.108e+01,1.1807,0.9578, 62.27, 48.28, 4.884, 3.341,0.01006,0.007963,2.272e+00,0.9751,0.7968, 63.07, 48.94, 4.274, 3.085,0.010434,0.008302
 677,4.777e-05,1.111e+01,1.0669,0.8539, 62.31, 48.34, 4.699, 3.282,0.01069,0.008566,2.228e+00,1.5510,1.3317, 62.41, 48.39, 3.488, 2.565,0.011084,0.008845
 678,4.776e-05,1.108e+01,1.1584,0.9243, 62.18, 48.24, 4.511, 3.120,0.01100,0.008743,2.292e+00,1.6193,1.3363, 63.40, 49.21, 5.505, 3.849,0.009135,0.007365
 679,4.775e-05,1.114e+01,1.2550,1.0286, 62.35, 48.35, 4.804, 3.316,0.01039,0.008268,2.251e+00,1.2007,0.9294, 62.67, 48.57, 5.176, 3.651,0.010738,0.008823
 680,4.775e-05,1.101e+01,1.0372,0.8263, 62.09, 48.16, 4.864, 3.387,0.01053,0.008409,2.261e+00,0.9899,0.8455, 63.10, 48.96, 4.053, 2.940,0.008933,0.007305
 681,4.774e-05,1.107e+01,1.0377,0.8303, 62.22, 48.26, 4.921, 3.377,0.01016,0.008076,2.213e+00,0.9752,0.8318, 62.29, 48.30, 3.662, 2.673,0.010192,0.008247
 682,4.773e-05,1.098e+01,1.0182,0.8311, 62.07, 48.12, 4.577, 3.195,0.00974,0.007667,2.292e+00,1.0594,0.8279, 63.23, 49.12, 6.019, 4.170,0.010328,0.008291
 683,4.773e-05,1.107e+01,0.9524,0.7678, 62.19, 48.25, 5.040, 3.443,0.01014,0.008123,2.235e+00,1.4517,1.1657, 62.62, 48.58, 5.398, 3.791,0.009054,0.007275
 684,4.772e-05,1.100e+01,0.9986,0.8130, 62.11, 48.21, 4.988, 3.444,0.00976,0.007806,2.251e+00,0.9846,0.8387, 62.82, 48.74, 4.193, 3.037,0.010177,0.008199
 685,4.771e-05,1.104e+01,0.9441,0.7525, 62.09, 48.20, 5.021, 3.474,0.01024,0.008124,2.204e+00,0.9587,0.8005, 62.13, 48.17, 3.743, 2.728,0.010498,0.008474
 686,4.771e-05,1.096e+01,0.9549,0.7752, 61.94, 48.09, 4.820, 3.294,0.01067,0.008462,2.286e+00,1.2130,0.9406, 63.18, 49.04, 5.858, 4.071,0.010149,0.008042
 687,4.770e-05,1.104e+01,0.9457,0.7596, 62.05, 48.13, 5.008, 3.447,0.01072,0.008564,2.256e+00,1.1141,0.8596, 62.47, 48.45, 5.320, 3.738,0.012583,0.010024
 688,4.769e-05,1.103e+01,0.8999,0.7235, 61.99, 48.08, 4.870, 3.359,0.01096,0.008708,2.241e+00,1.0762,0.9243, 62.78, 48.70, 4.058, 2.932,0.009263,0.007352
 689,4.769e-05,1.101e+01,0.9752,0.8040, 62.00, 48.09, 4.950, 3.375,0.01048,0.008422,2.214e+00,1.0854,0.8506, 62.05, 48.12, 3.919, 2.842,0.011987,0.009632
 690,4.768e-05,1.098e+01,1.1042,0.9049, 61.84, 47.98, 4.852, 3.331,0.01125,0.008839,2.258e+00,1.1363,0.8743, 62.93, 48.84, 5.778, 4.027,0.008920,0.007213
 691,4.767e-05,1.098e+01,0.9136,0.7301, 61.90, 48.02, 4.985, 3.421,0.01042,0.008232,2.219e+00,1.1873,0.9154, 62.03, 48.11, 5.649, 3.945,0.011682,0.009271
 692,4.767e-05,1.089e+01,0.9490,0.7646, 61.81, 47.90, 4.869, 3.357,0.01021,0.008104,2.276e+00,1.0517,0.9043, 63.03, 48.88, 4.169, 3.002,0.011259,0.008952
 693,4.766e-05,1.099e+01,1.0099,0.8174, 61.92, 48.03, 4.615, 3.226,0.01077,0.008645,2.204e+00,0.9921,0.8492, 62.30, 48.30, 3.800, 2.776,0.008984,0.007270
 694,4.765e-05,1.092e+01,1.1076,0.9054, 61.87, 48.01, 4.870, 3.357,0.01001,0.007983,2.244e+00,1.6679,1.3890, 62.60, 48.57, 5.567, 3.888,0.010149,0.008355
 695,4.765e-05,1.096e+01,1.1765,0.9609, 61.83, 47.93, 4.844, 3.330,0.01035,0.008319,2.192e+00,0.9782,0.7897, 61.93, 48.02, 5.564, 3.884,0.009608,0.007963
 696,4.764e-05,1.091e+01,1.1899,0.9624, 61.75, 47.90, 4.959, 3.410,0.01000,0.007966,2.228e+00,0.9636,0.8023, 62.64, 48.58, 4.155, 3.001,0.008930,0.007278
 697,4.763e-05,1.089e+01,1.0706,0.8729, 61.79, 47.92, 4.699, 3.253,0.00983,0.007840,2.179e+00,1.3010,1.1181, 61.93, 47.97, 3.397, 2.501,0.009329,0.007458
 698,4.763e-05,1.081e+01,1.0446,0.8450, 61.65, 47.78, 4.691, 3.225,0.00945,0.007495,2.261e+00,1.6223,1.3436, 62.96, 48.90, 5.823, 4.047,0.008857,0.007182
 699,4.762e-05,1.089e+01,1.1077,0.8841, 61.75, 47.89, 4.918, 3.360,0.00953,0.007558,2.205e+00,1.2764,1.0001, 62.17, 48.24, 5.552, 3.885,0.008979,0.007275
 700,4.761e-05,1.084e+01,1.0275,0.8362, 61.64, 47.82, 4.988, 3.441,0.00946,0.007521,2.213e+00,0.9905,0.8467, 62.45, 48.42, 3.899, 2.839,0.008818,0.007138
 701,4.761e-05,1.087e+01,1.0239,0.8323, 61.67, 47.81, 4.768, 3.241,0.00977,0.007858,2.162e+00,0.9584,0.8092, 61.66, 47.78, 3.582, 2.620,0.009455,0.007502
 702,4.760e-05,1.077e+01,1.0693,0.8740, 61.56, 47.73, 4.547, 3.156,0.00936,0.007464,2.253e+00,1.1473,0.8848, 62.83, 48.79, 5.963, 4.128,0.008990,0.007265
 703,4.759e-05,1.088e+01,0.9230,0.7460, 61.69, 47.84, 4.896, 3.348,0.00953,0.007627,2.201e+00,1.3592,1.0823, 62.14, 48.22, 5.444, 3.810,0.008889,0.007235
 704,4.759e-05,1.080e+01,0.9972,0.8039, 61.54, 47.77, 5.077, 3.505,0.00941,0.007492,2.200e+00,0.9924,0.8489, 62.24, 48.26, 3.616, 2.651,0.009038,0.007278
 705,4.758e-05,1.080e+01,0.9214,0.7456, 61.53, 47.71, 4.810, 3.239,0.00954,0.007578,2.137e+00,0.9592,0.8015, 61.35, 47.54, 3.616, 2.648,0.008955,0.007185
 706,4.757e-05,1.074e+01,1.0934,0.8872, 61.46, 47.62, 4.501, 3.092,0.00976,0.007861,2.264e+00,1.1006,0.8529, 62.97, 48.90, 6.057, 4.193,0.009159,0.007369
 707,4.757e-05,1.086e+01,0.9272,0.7499, 61.65, 47.80, 4.934, 3.343,0.00976,0.007727,2.206e+00,0.9977,0.7953, 62.17, 48.22, 5.640, 3.936,0.009160,0.007472
 708,4.756e-05,1.077e+01,1.0658,0.8642, 61.44, 47.68, 5.162, 3.517,0.00943,0.007482,2.186e+00,0.9654,0.7865, 61.97, 48.07, 3.930, 2.849,0.009581,0.007603
 709,4.755e-05,1.079e+01,0.9755,0.7771, 61.45, 47.69, 4.951, 3.372,0.00999,0.007964,2.141e+00,1.0817,0.9313, 61.36, 47.55, 3.603, 2.638,0.009338,0.007422
 710,4.755e-05,1.075e+01,0.9148,0.7467, 61.32, 47.55, 4.771, 3.290,0.01010,0.008087,2.268e+00,1.3222,1.0431, 62.85, 48.82, 5.922, 4.110,0.010690,0.008576
 711,4.754e-05,1.090e+01,0.9803,0.7857, 61.53, 47.73, 5.144, 3.498,0.01123,0.009105,2.224e+00,1.0658,0.8315, 61.91, 48.05, 5.819, 4.038,0.012868,0.010367
 712,4.753e-05,1.087e+01,0.9195,0.7378, 61.43, 47.66, 5.068, 3.451,0.01129,0.009027,2.178e+00,1.0280,0.8848, 61.91, 48.01, 3.756, 2.740,0.009157,0.007406
 713,4.753e-05,1.077e+01,0.9520,0.7715, 61.25, 47.52, 4.925, 3.348,0.01130,0.008829,2.171e+00,1.4071,1.1141, 61.25, 47.46, 3.726, 2.717,0.013168,0.010432
 714,4.752e-05,1.079e+01,1.1491,0.9349, 61.20, 47.46, 4.699, 3.248,0.01224,0.009553,2.236e+00,1.0251,0.8137, 62.55, 48.56, 5.918, 4.110,0.009424,0.007496
 715,4.751e-05,1.082e+01,0.9226,0.7426, 61.31, 47.56, 4.987, 3.426,0.01176,0.009136,2.196e+00,1.2858,1.0079, 61.52, 47.71, 5.480, 3.823,0.012922,0.010175
 716,4.751e-05,1.077e+01,0.8849,0.7068, 61.24, 47.52, 5.015, 3.431,0.01129,0.008827,2.199e+00,1.0835,0.9335, 62.19, 48.25, 4.118, 2.962,0.009137,0.007314
 717,4.750e-05,1.078e+01,1.0262,0.8189, 61.30, 47.57, 4.755, 3.323,0.01059,0.008447,2.166e+00,0.9654,0.8155, 61.51, 47.69, 3.715, 2.712,0.011055,0.008979
 718,4.749e-05,1.072e+01,0.9558,0.7710, 61.18, 47.46, 4.840, 3.323,0.01055,0.008329,2.202e+00,1.2991,1.0189, 62.12, 48.17, 5.636, 3.929,0.009137,0.007277
 719,4.749e-05,1.072e+01,0.9784,0.7768, 61.21, 47.49, 4.829, 3.336,0.01009,0.007950,2.140e+00,1.0770,0.8356, 61.17, 47.41, 5.251, 3.683,0.009810,0.007808
